Force (N)	Déformation (mm)
	
0.011663	-0.55711
0.019405	-0.54281
0.020315	-0.52878
0.021224	-0.51429
0.022133	-0.50043
0.023043	-0.48509
0.023952	-0.47176
0.024861	-0.45677
0.025770	-0.44247
0.026680	-0.42761
0.027589	-0.41340
0.028498	-0.39922
0.029407	-0.38504
0.030317	-0.37094
0.030962	-0.35665
0.031268	-0.34242
0.031574	-0.32864
0.031880	-0.31430
0.032186	-0.29947
0.032492	-0.28587
0.032798	-0.27085
0.033103	-0.25632
0.033409	-0.24204
0.033715	-0.22784
0.034021	-0.21347
0.034327	-0.19907
0.034633	-0.18455
0.034939	-0.17048
0.035244	-0.15637
0.035550	-0.14153
0.035856	-0.12757
0.036162	-0.11279
0.036468	-0.098735
0.036774	-0.083732
0.037080	-0.069744
0.037385	-0.055687
0.037691	-0.041832
0.037997	-0.026449
0.23386	-0.013256
1.0400	0.00017087
1.6591	0.011397
2.5280	0.026754
3.3633	0.040058
4.2350	0.054758
5.0833	0.068599
5.9875	0.083935
6.8407	0.098386
7.7272	0.11248
8.6165	0.12714
9.4223	0.14150
10.194	0.15529
10.951	0.16929
11.706	0.18371
12.534	0.19816
13.286	0.21329
14.062	0.22641
14.822	0.24134
15.577	0.25592
16.333	0.27009
17.130	0.28431
17.795	0.29840
18.492	0.31316
19.185	0.32671
19.906	0.34090
20.560	0.35604
21.146	0.37028
21.759	0.38435
22.508	0.39865
23.065	0.41276
23.639	0.42715
24.185	0.44162
24.855	0.45716
25.411	0.47044
25.990	0.48510
26.462	0.49928
27.048	0.51325
27.558	0.52695
28.149	0.54203
28.671	0.55665
29.178	0.57107
29.636	0.58470
30.149	0.59877
30.661	0.61394
31.098	0.62778
31.535	0.64218
31.949	0.65634
32.371	0.67058
32.718	0.68472
33.120	0.69904
33.490	0.71348
33.814	0.72858
34.220	0.74232
34.563	0.75729
34.883	0.77097
35.196	0.78598
35.522	0.80002
35.818	0.81423
36.182	0.82923
0.11013	
