Force (N)	Déformation (mm)
	
0.00000	-0.73768
0.00000	-0.72341
0.00000	-0.70972
0.00000	-0.69494
0.00000	-0.68146
0.00000	-0.66652
0.00000	-0.65277
0.00000	-0.63810
0.00000	-0.62413
0.00000	-0.60998
0.00000	-0.59506
0.00000	-0.58090
0.00000	-0.56705
0.00000	-0.55322
0.00000	-0.53857
0.00000	-0.52456
0.00000	-0.51064
0.00000	-0.49673
0.00000	-0.48195
0.00000	-0.46805
0.00000	-0.45348
0.00000	-0.43955
0.00000	-0.42493
0.00000	-0.41131
0.00000	-0.39636
0.00000	-0.38273
0.00000	-0.36809
0.00000	-0.35496
0.00000	-0.33982
0.00000	-0.32548
0.00000	-0.31145
0.00000	-0.29717
0.00000	-0.28314
0.00000	-0.26786
0.00000	-0.25420
0.00000	-0.24000
0.00000	-0.22626
0.00000	-0.21145
0.00000	-0.19809
0.00000	-0.18381
0.00000	-0.16983
0.00000	-0.15536
0.00000	-0.14114
0.00000	-0.12653
0.00000	-0.11288
0.00000	-0.097685
0.00000	-0.083342
0.00000	-0.069314
0.00000	-0.055036
0.00000	-0.041362
0.00000	-0.026636
0.50593	-0.012668
1.0030	0.00067413
1.4413	0.011951
2.0232	0.026824
2.5578	0.040558
3.0924	0.054650
3.6271	0.068454
4.1393	0.083479
4.6477	0.097371
5.1768	0.11189
5.6593	0.12599
6.1425	0.13965
6.6496	0.15409
7.1626	0.16829
7.7083	0.18218
8.1816	0.19686
8.6318	0.21105
9.0896	0.22573
9.5943	0.23983
10.113	0.25374
10.549	0.26841
11.055	0.28245
11.636	0.29686
12.114	0.31096
12.547	0.32483
12.981	0.33836
13.487	0.35331
13.939	0.36700
14.405	0.38184
14.859	0.39587
15.333	0.40980
15.816	0.42371
16.258	0.43871
16.672	0.45226
17.137	0.46686
17.556	0.48082
17.939	0.49541
18.324	0.50932
18.817	0.52425
19.229	0.53777
19.546	0.55221
20.030	0.56663
20.354	0.58031
20.737	0.59484
21.014	0.60899
21.401	0.62337
21.728	0.63725
0.019073	
