Force (N)	Déformation (mm)
	
-0.037288	-0.41234
-0.036427	-0.40334
-0.035567	-0.39450
-0.034707	-0.38523
-0.033846	-0.37613
-0.032986	-0.36717
-0.032125	-0.35785
-0.031265	-0.34956
-0.030405	-0.34044
-0.029544	-0.33255
-0.028684	-0.32340
-0.027823	-0.31412
-0.026963	-0.30612
-0.026103	-0.29646
-0.025242	-0.28775
-0.024382	-0.27791
-0.023521	-0.26884
-0.022661	-0.26073
-0.021800	-0.25114
-0.020940	-0.24226
-0.020080	-0.23285
-0.019219	-0.22450
-0.018359	-0.21509
-0.017498	-0.20645
-0.016638	-0.19772
-0.015778	-0.18814
-0.014917	-0.17978
-0.014057	-0.17087
-0.013196	-0.16136
-0.012336	-0.15230
-0.011476	-0.14391
-0.010615	-0.13464
-0.0097549	-0.12604
-0.0088945	-0.11741
-0.0080340	-0.10764
-0.0071736	-0.098853
-0.0063132	-0.089901
-0.0054528	-0.080950
-0.0045924	-0.071999
-0.0037320	-0.062710
-0.0028716	-0.053016
-0.0020112	-0.044959
-0.0011508	-0.036211
-0.00029042	-0.026990
0.15403	-0.017904
0.61093	-0.0093628
0.99257	-0.00015855
1.2041	0.0045322
1.6984	0.013585
2.0769	0.021862
2.6708	0.031562
3.1780	0.040586
3.6695	0.049844
4.2599	0.057944
4.8089	0.067521
5.2883	0.076679
5.7925	0.085461
6.3505	0.094296
6.9054	0.10387
7.4465	0.11200
7.8990	0.12191
8.4694	0.12997
8.9407	0.13900
9.4628	0.14878
9.9814	0.15698
10.545	0.16577
11.149	0.17596
11.573	0.18409
12.054	0.19253
12.644	0.20157
13.147	0.21106
13.646	0.22000
14.119	0.22893
14.591	0.23787
15.099	0.24680
15.616	0.25574
16.168	0.26483
16.656	0.27378
17.110	0.28268
17.576	0.29154
18.082	0.30123
18.541	0.31003
19.020	0.31885
19.496	0.32663
20.025	0.33664
20.475	0.34567
20.950	0.35511
21.403	0.36416
21.807	0.37287
22.188	0.38167
22.634	0.39042
23.100	0.39915
23.468	0.40906
23.884	0.41782
24.286	0.42685
24.681	0.43581
25.093	0.44476
25.388	0.45302
0.091830	
