Force (N)	Déformation (mm)
	
-0.036244	-0.14468
-0.034337	-0.13859
-0.032430	-0.13212
-0.030524	-0.12619
-0.028617	-0.11919
-0.026710	-0.11249
-0.024804	-0.10605
-0.022897	-0.099991
-0.020990	-0.093406
-0.019084	-0.086965
-0.017177	-0.080028
-0.015270	-0.073602
-0.013364	-0.066042
-0.011457	-0.060587
-0.0095503	-0.054100
-0.0076436	-0.047196
-0.0057369	-0.041116
-0.0038303	-0.034202
-0.0019236	-0.027834
-0.000016892	-0.021266
0.20916	-0.014660
0.56774	-0.0085747
0.94653	-0.0011697
1.1123	0.0017499
1.4326	0.0073738
1.9444	0.014431
2.4365	0.020761
2.9179	0.027788
3.3132	0.033784
3.8655	0.040083
4.3157	0.047180
4.8762	0.054134
5.3612	0.059758
5.8727	0.066452
6.3787	0.072878
6.9218	0.079676
7.3626	0.085874
7.8638	0.092787
8.3599	0.099380
8.8488	0.10582
9.2345	0.11242
9.7316	0.11923
10.198	0.12560
10.700	0.13215
11.150	0.13875
11.601	0.14545
11.954	0.15158
12.344	0.15808
12.783	0.16469
13.299	0.17129
13.663	0.17737
14.113	0.18431
14.524	0.19082
14.935	0.19734
15.307	0.20377
15.806	0.21117
16.235	0.21749
16.640	0.22354
17.121	0.23090
17.480	0.23671
17.938	0.24316
18.352	0.24987
18.893	0.25703
19.206	0.26303
19.616	0.27008
19.945	0.27613
20.387	0.28262
20.777	0.28938
21.291	0.29556
21.582	0.30278
21.978	0.30926
22.410	0.31548
22.780	0.32250
23.239	0.32842
23.646	0.33516
23.952	0.34218
24.300	0.34861
24.712	0.35416
25.073	0.36216
25.484	0.36844
25.815	0.37484
26.167	0.38115
26.550	0.38789
26.911	0.39401
27.258	0.40059
27.594	0.40735
27.873	0.41369
28.266	0.42095
28.571	0.42705
28.927	0.43345
29.215	0.43963
29.544	0.44745
29.929	0.45322
30.260	0.46049
30.566	0.46692
30.872	0.47335
31.188	0.47978
31.507	0.48605
0.22888	
