Force (N)	Déformation (mm)
	
0.00000	-0.26005
0.00000	-0.25281
0.00000	-0.24644
0.00000	-0.23793
0.00000	-0.23118
0.00000	-0.22371
0.00000	-0.21609
0.00000	-0.20929
0.00000	-0.20101
0.00000	-0.19438
0.00000	-0.18590
0.00000	-0.17921
0.00000	-0.17156
0.00000	-0.16412
0.00000	-0.15704
0.00000	-0.14920
0.00000	-0.14181
0.00000	-0.13513
0.00000	-0.12670
0.00000	-0.11979
0.00000	-0.11230
0.00000	-0.10426
0.00000	-0.097330
0.00000	-0.089501
0.00000	-0.082511
0.00000	-0.075741
0.00000	-0.067757
0.00000	-0.060528
0.00000	-0.053207
0.00000	-0.045973
0.00000	-0.037640
0.00000	-0.030530
0.00000	-0.023504
0.031262	-0.015870
0.45057	-0.0083403
0.92197	-0.0014346
1.0800	0.0015656
1.6633	0.0088090
2.2901	0.016150
2.7915	0.023559
3.3557	0.031279
3.8987	0.038267
4.4328	0.045833
5.0179	0.053383
5.4170	0.060212
5.9318	0.067650
6.4466	0.075936
6.9741	0.082499
7.5128	0.090439
8.0542	0.097488
8.4999	0.10558
8.9990	0.11369
9.4687	0.12058
9.8953	0.12670
10.398	0.13584
10.816	0.14258
11.225	0.14982
11.673	0.15717
12.118	0.16477
12.534	0.17259
13.089	0.17960
13.516	0.18671
13.944	0.19458
14.402	0.20216
14.879	0.20889
15.349	0.21617
15.743	0.22346
16.215	0.23130
16.634	0.23840
17.116	0.24691
17.469	0.25394
17.930	0.26099
18.378	0.26837
18.814	0.27502
19.291	0.28376
19.704	0.29065
20.184	0.29874
20.577	0.30579
21.021	0.31361
21.428	0.32086
21.852	0.32837
22.298	0.33635
22.645	0.34310
22.990	0.35026
23.371	0.35764
23.806	0.36502
24.114	0.37242
24.477	0.37985
24.914	0.38707
25.316	0.39466
25.601	0.40236
25.910	0.40908
26.306	0.41652
26.646	0.42396
26.986	0.43141
27.327	0.43885
27.630	0.44630
27.935	0.45397
9.3157	
