Force (N)	Déformation (mm)
	
0.0048794	-0.93643
0.0097633	-0.92430
0.014647	-0.91090
0.019209	-0.89798
0.020657	-0.88447
0.022104	-0.87217
0.023552	-0.85914
0.025000	-0.84653
0.026447	-0.83275
0.027895	-0.81997
0.029342	-0.80663
0.030790	-0.79396
0.032238	-0.78138
0.033685	-0.76793
0.035133	-0.75479
0.036580	-0.74157
0.038028	-0.72814
0.039476	-0.71518
0.040923	-0.70223
0.042371	-0.68918
0.043818	-0.67669
0.045266	-0.66273
0.046714	-0.65015
0.048161	-0.63727
-0.026705	-0.62374
-0.012619	-0.61142
0.0014674	-0.59760
0.015553	-0.58536
0.024474	-0.57182
0.031373	-0.55862
0.038271	-0.54596
0.045170	-0.53288
0.052069	-0.52015
0.058968	-0.50677
0.058001	-0.49329
0.041204	-0.48028
0.024406	-0.46797
0.0093631	-0.45477
0.0057660	-0.44161
0.0021690	-0.42828
-0.0014281	-0.41513
-0.0050251	-0.40227
-0.0086222	-0.38932
-0.012219	-0.37660
-0.024680	-0.36302
-0.053825	-0.35023
-0.0029566	-0.33689
-0.0026513	-0.32383
-0.0023459	-0.31136
-0.0020405	-0.29812
-0.0017351	-0.28485
-0.0014298	-0.27228
-0.0011244	-0.25842
-0.00081900	-0.24568
-0.00051363	-0.23253
-0.00020825	-0.21943
0.000097129	-0.20751
0.00053711	-0.19381
0.0014512	-0.18053
0.0023653	-0.16743
0.0032794	-0.15433
0.0041935	-0.14123
0.0051076	-0.12848
0.0060217	-0.11548
0.0069359	-0.10204
0.0078500	-0.088971
0.0087641	-0.075913
0.0096782	-0.063727
0.010592	-0.050378
0.011506	-0.037576
0.012420	-0.023377
0.013335	-0.010838
1.1307	0.00040910
2.1931	0.0089415
3.8859	0.021981
5.5611	0.035708
7.1649	0.048454
8.8706	0.060771
10.452	0.074789
12.042	0.087926
13.563	0.10082
15.005	0.11381
16.444	0.12684
17.729	0.13974
19.041	0.15247
20.316	0.16612
21.593	0.17909
22.966	0.19208
24.293	0.20508
25.472	0.21809
26.864	0.23090
28.239	0.24398
29.554	0.25705
31.016	0.27032
32.288	0.28345
33.499	0.29654
34.654	0.30963
35.803	0.32269
7.3296	
