Force (N)	Déformation (mm)
	
0.038147	-0.84492
0.038147	-0.83463
0.038147	-0.82380
0.038147	-0.81268
0.038147	-0.80145
0.038147	-0.79111
0.038147	-0.78018
0.038147	-0.76921
0.038147	-0.75825
0.038147	-0.74761
0.038147	-0.73559
0.038147	-0.72484
0.038147	-0.71397
0.038147	-0.70352
0.038147	-0.69231
0.038147	-0.68163
0.038147	-0.67078
0.038147	-0.65926
0.038147	-0.64864
0.038147	-0.63741
0.038147	-0.62643
0.038147	-0.61585
0.038147	-0.60461
0.038147	-0.59383
0.038147	-0.58270
0.038147	-0.57172
0.038147	-0.56048
0.038147	-0.54938
0.038147	-0.53881
0.038147	-0.52732
0.038147	-0.51655
0.038147	-0.50560
0.038147	-0.49494
0.038147	-0.48401
0.038147	-0.47332
0.038147	-0.46168
0.038147	-0.45098
0.038147	-0.44011
0.038147	-0.42955
0.038147	-0.41854
0.038147	-0.40753
0.038147	-0.39652
0.038147	-0.38502
0.038147	-0.37401
0.038147	-0.36308
0.038147	-0.35225
0.038147	-0.34123
0.038147	-0.33022
0.038147	-0.31916
0.038147	-0.30872
0.038147	-0.29775
0.038147	-0.28651
0.038147	-0.27552
0.038147	-0.26403
0.038147	-0.25370
0.038147	-0.24275
0.038147	-0.23209
0.038147	-0.22103
0.038147	-0.20939
0.038147	-0.19862
0.038147	-0.18770
0.038147	-0.17630
0.038147	-0.16593
0.038147	-0.15487
0.038147	-0.14366
0.038147	-0.13263
0.038147	-0.12167
0.038147	-0.11132
0.038147	-0.10021
0.038147	-0.089179
0.038147	-0.078216
0.038147	-0.067596
0.038147	-0.056666
0.038147	-0.045733
0.038147	-0.033620
0.038147	-0.022637
0.038147	-0.011655
0.80942	-0.0013285
1.5302	0.0037101
3.0454	0.014691
4.7076	0.025326
6.3167	0.037193
7.8205	0.048817
9.4938	0.059700
11.029	0.070356
12.506	0.081293
14.008	0.091913
15.361	0.10265
16.893	0.11342
18.259	0.12523
19.502	0.13617
20.707	0.14711
21.879	0.15804
22.966	0.16878
24.189	0.17924
25.357	0.19040
26.578	0.20178
27.778	0.21259
4.9479	
