Force (N)	Déformation (mm)
	
0.00051841	-0.85282
0.0010373	-0.84116
0.0015562	-0.82756
0.0020752	-0.81571
0.0025941	-0.80329
0.0031130	-0.79060
0.0036319	-0.77748
0.0041508	-0.76513
0.0046697	-0.75222
0.0051886	-0.73953
0.0057075	-0.72660
0.0062265	-0.71312
0.0067454	-0.70002
0.0072643	-0.68758
0.0077832	-0.67521
0.0083021	-0.66170
0.0088210	-0.64954
0.0093399	-0.63748
0.0098589	-0.62473
0.010378	-0.61157
0.010897	-0.59908
0.011416	-0.58629
0.011935	-0.57402
0.012453	-0.56081
0.012972	-0.54810
0.013491	-0.53519
0.014010	-0.52269
0.014529	-0.50937
0.015048	-0.49694
0.015567	-0.48413
0.016086	-0.47182
0.016605	-0.45865
0.017124	-0.44598
0.017643	-0.43320
0.018161	-0.42110
0.018680	-0.40767
0.020310	-0.39539
0.025412	-0.38188
0.030514	-0.36996
0.035616	-0.35691
0.040717	-0.34402
0.045819	-0.33165
0.050921	-0.31869
0.056022	-0.30643
0.061124	-0.29284
0.059958	-0.28070
0.052980	-0.26744
0.046003	-0.25455
0.039026	-0.24182
0.032049	-0.22953
0.025072	-0.21687
0.018094	-0.20414
0.018397	-0.19082
0.019801	-0.17800
0.021204	-0.16591
0.022608	-0.15368
0.024012	-0.14026
0.025415	-0.12749
0.026819	-0.11422
0.028223	-0.10190
0.029626	-0.088843
0.031030	-0.076906
0.032433	-0.064036
0.033837	-0.051452
0.035241	-0.038494
0.036644	-0.025338
0.038048	-0.012945
1.0678	-0.00046093
2.0529	0.0075827
3.7569	0.020552
5.5280	0.033469
7.3142	0.045603
9.0759	0.058418
10.842	0.071233
12.534	0.084423
14.132	0.096957
15.759	0.10952
17.411	0.12204
18.967	0.13461
20.456	0.14744
21.826	0.16024
22.954	0.17355
24.370	0.18642
25.704	0.19877
27.225	0.21156
28.523	0.22436
29.763	0.23739
31.291	0.24940
32.684	0.26193
34.091	0.27466
35.400	0.28742
36.634	0.30019
37.959	0.31376
39.175	0.32666
40.377	0.33923
41.463	0.35204
42.588	0.36464
43.777	0.37694
8.3805	
