Force (N)	Déformation (mm)
	
0.0037166	-0.89286
0.0074372	-0.88176
0.011158	-0.87033
0.014878	-0.85901
0.018599	-0.84696
0.019209	-0.83589
0.019365	-0.82445
0.019520	-0.81313
0.019676	-0.80106
0.019831	-0.78947
0.019987	-0.77781
0.020142	-0.76637
0.020298	-0.75401
0.020453	-0.74305
0.020609	-0.73174
0.020764	-0.71985
0.020920	-0.70806
0.021075	-0.69677
0.021231	-0.68472
0.021386	-0.67355
0.021542	-0.66212
0.021697	-0.65068
0.021853	-0.63852
0.022008	-0.62639
0.022164	-0.61595
0.022319	-0.60401
0.022475	-0.59216
0.022630	-0.58139
0.022786	-0.56859
0.022941	-0.55850
0.023097	-0.54582
0.023252	-0.53454
0.023408	-0.52241
0.023563	-0.51088
0.023719	-0.49993
0.023874	-0.48784
0.024030	-0.47638
0.024185	-0.46487
0.024341	-0.45364
0.024496	-0.44221
0.024652	-0.42973
0.024807	-0.41825
0.024963	-0.40745
0.025118	-0.39604
0.025274	-0.38370
0.025429	-0.37182
0.025585	-0.36084
0.025936	-0.34890
0.026912	-0.33741
0.027888	-0.32577
0.028864	-0.31417
0.029840	-0.30257
0.030817	-0.29143
0.031793	-0.27968
0.032769	-0.26761
0.033745	-0.25578
0.034721	-0.24481
0.035697	-0.23344
0.036673	-0.22172
0.037649	-0.21017
0.038625	-0.19805
-0.015201	-0.18618
-0.012817	-0.17524
-0.010434	-0.16327
-0.0080507	-0.15220
-0.0056673	-0.14045
-0.0032839	-0.12883
-0.00090050	-0.11761
0.0014829	-0.10537
0.0038663	-0.093789
0.0062497	-0.082122
0.0086330	-0.071164
0.010444	-0.059239
0.011563	-0.047564
0.012681	-0.035892
0.013800	-0.024869
0.056288	-0.013182
0.82448	-0.0019253
1.4333	0.0037647
2.9054	0.015803
4.4831	0.027573
6.0059	0.039142
7.5225	0.050712
8.9941	0.062282
10.539	0.073842
12.058	0.085370
13.598	0.096912
14.925	0.10869
16.407	0.12033
17.713	0.13151
18.884	0.14296
20.085	0.15450
21.262	0.16604
22.407	0.17853
23.609	0.19006
24.875	0.20159
26.122	0.21314
27.317	0.22468
12.604	
