Force (N)	Déformation (mm)
	
0.00000	-0.71681
0.00000	-0.70321
0.00000	-0.68969
0.00000	-0.67657
0.00000	-0.66284
0.00000	-0.64879
0.00000	-0.63582
0.00000	-0.62264
0.00000	-0.60845
0.00000	-0.59513
0.00000	-0.58154
0.00000	-0.56785
0.00000	-0.55452
0.00000	-0.54032
0.00000	-0.52729
0.00000	-0.51383
0.00000	-0.50027
0.00000	-0.48705
0.00000	-0.47303
0.00000	-0.45898
0.00000	-0.44587
0.00000	-0.43168
0.00000	-0.41875
0.00000	-0.40487
0.00000	-0.39168
0.00000	-0.37733
0.00000	-0.36448
0.00000	-0.34985
0.00000	-0.33738
0.00000	-0.32281
0.00000	-0.30978
0.00000	-0.29649
0.00000	-0.28286
0.00000	-0.26907
0.00000	-0.25527
0.00000	-0.24212
0.00000	-0.22837
0.00000	-0.21413
0.00000	-0.20164
0.00000	-0.18795
0.00000	-0.17432
0.00000	-0.16065
0.00000	-0.14654
0.00000	-0.13299
0.00000	-0.11961
0.00000	-0.10629
0.00000	-0.091930
0.00000	-0.078404
0.00000	-0.065155
0.00000	-0.051451
0.00000	-0.037875
0.073036	-0.024339
0.55716	-0.011180
1.0496	0.00049410
1.4475	0.011328
1.9930	0.025016
2.5306	0.038582
3.0379	0.052140
3.5546	0.066115
4.0762	0.078923
4.5764	0.092818
5.1027	0.10609
5.6816	0.12003
6.2098	0.13370
6.8083	0.14680
7.2989	0.16144
7.9570	0.17481
8.4146	0.18792
9.0072	0.20152
9.5107	0.21495
10.013	0.22827
10.602	0.24190
11.137	0.25553
11.672	0.26916
12.153	0.28285
12.625	0.29665
13.076	0.31028
13.637	0.32398
14.079	0.33692
14.586	0.35150
15.093	0.36469
15.592	0.37776
16.070	0.39204
16.536	0.40552
17.002	0.41886
17.494	0.43280
17.956	0.44602
18.384	0.45911
18.849	0.47294
19.400	0.48650
19.822	0.50047
20.246	0.51319
20.671	0.52743
21.050	0.54150
21.523	0.55513
21.919	0.56876
22.318	0.58240
22.721	0.59603
1.9074	
