Force (N)	Déformation (mm)
	
-0.034387	-0.54217
-0.030624	-0.52953
-0.026861	-0.51697
-0.023098	-0.50466
-0.019335	-0.49150
-0.015572	-0.47962
-0.011809	-0.46626
-0.0080454	-0.45387
-0.0042822	-0.44140
-0.00051904	-0.42864
0.0032441	-0.41615
0.0070073	-0.40341
0.010770	-0.39072
0.013492	-0.37806
0.014453	-0.36555
0.015414	-0.35272
0.016375	-0.34011
0.017336	-0.32727
0.018298	-0.31466
0.019259	-0.30152
0.020220	-0.28986
0.021181	-0.27600
0.022142	-0.26415
0.023104	-0.25098
0.024065	-0.23925
0.025026	-0.22563
0.025987	-0.21329
0.026899	-0.19993
0.027695	-0.18831
0.028491	-0.17468
0.029287	-0.16256
0.030083	-0.14932
0.030879	-0.13745
0.031675	-0.12371
0.032471	-0.11194
0.033267	-0.099325
0.034062	-0.086141
0.034858	-0.073782
0.035654	-0.060647
0.036450	-0.048428
0.037246	-0.035294
0.038042	-0.023712
0.38214	-0.010936
1.0552	0.00014863
1.4507	0.0091231
2.2004	0.021483
2.8778	0.034298
3.5478	0.046908
4.2711	0.059717
4.9347	0.071877
5.6719	0.084845
6.3570	0.097808
7.0971	0.11023
7.8272	0.12364
8.4680	0.13547
9.1066	0.14859
9.7176	0.16087
10.400	0.17304
11.006	0.18606
11.717	0.19853
12.292	0.21161
12.913	0.22406
13.556	0.23697
14.191	0.24923
14.899	0.26214
15.472	0.27543
16.039	0.28843
16.662	0.30034
17.243	0.31324
17.869	0.32537
18.455	0.33887
18.983	0.35100
19.643	0.36370
20.144	0.37647
20.762	0.38920
21.325	0.40173
21.839	0.41512
22.403	0.42686
22.904	0.43977
23.367	0.45233
23.954	0.46498
24.395	0.47821
24.916	0.49031
25.453	0.50298
25.899	0.51551
26.476	0.52825
26.907	0.54100
27.382	0.55417
27.865	0.56728
28.284	0.57965
28.699	0.59202
29.191	0.60463
29.666	0.61715
30.148	0.63012
30.504	0.64236
30.916	0.65557
31.370	0.66867
31.753	0.68080
0.076294	
