Force (N)	Déformation (mm)
	-0.71569
0.00000	-0.70460
0.00000	-0.68932
0.00000	-0.67497
0.00000	-0.65908
0.00000	-0.64368
0.00000	-0.62833
0.00000	-0.61329
0.00000	-0.59839
0.00000	-0.58263
0.00000	-0.56769
0.00000	-0.55133
0.00000	-0.53639
0.00000	-0.52095
0.00000	-0.50640
0.00000	-0.49051
0.00000	-0.47523
0.00000	-0.46016
0.00000	-0.44443
0.00000	-0.42927
0.00000	-0.41339
0.00000	-0.39829
0.00000	-0.38330
0.00000	-0.36825
0.00000	-0.35270
0.00000	-0.33730
0.00000	-0.32272
0.00000	-0.30682
0.00000	-0.29220
0.00000	-0.27645
0.00000	-0.26113
0.00000	-0.24550
0.00000	-0.23023
0.00000	-0.21513
0.00000	-0.19965
0.00000	-0.18341
0.00000	-0.16986
0.00000	-0.15414
0.00000	-0.13881
0.00000	-0.12278
0.00000	-0.10820
0.00000	-0.092668
0.00000	-0.076918
0.00000	-0.061992
0.013764	-0.045912
0.042922	-0.031519
0.44637	-0.015408
1.0125	-0.00073944
1.3484	0.0088997
1.9136	0.024111
2.5496	0.039844
3.1323	0.055153
3.7214	0.070641
4.3304	0.086373
4.9612	0.10124
5.5952	0.11647
6.1094	0.13188
6.6445	0.14728
7.1978	0.16242
7.8312	0.17811
8.3432	0.19253
8.9052	0.20879
9.4770	0.22346
10.050	0.23885
10.622	0.25438
11.195	0.26973
11.862	0.28548
12.458	0.30056
12.934	0.31592
13.550	0.33041
14.052	0.34516
14.622	0.36168
15.182	0.37635
15.712	0.39258
16.223	0.40784
16.764	0.42315
17.287	0.43838
17.811	0.45380
18.276	0.46900
18.826	0.48365
19.368	0.49955
19.864	0.51495
20.372	0.53038
20.844	0.54527
21.222	0.56061
21.698	0.57676
22.155	0.59199
22.599	0.60701
23.016	0.62227
23.452	0.63793
23.911	0.65326
24.333	0.66809
24.745	0.68370
25.174	0.69813
25.601	0.71342
26.025	0.72954
26.430	0.74474
26.817	0.76001
27.148	0.77488
0.69225	
