Force (N)	Déformation (mm)
	
0.00000	-0.51599
0.00000	-0.50803
0.00000	-0.50015
0.00000	-0.49326
0.00000	-0.48542
0.00000	-0.47712
0.00000	-0.46997
0.00000	-0.46189
0.00000	-0.45433
0.00000	-0.44603
0.00000	-0.43875
0.00000	-0.43079
0.00000	-0.42313
0.00000	-0.41569
0.00000	-0.40799
0.00000	-0.39932
0.00000	-0.39183
0.00000	-0.38477
0.00000	-0.37676
0.00000	-0.36890
0.00000	-0.36068
0.00000	-0.35388
0.00000	-0.34539
0.00000	-0.33769
0.00000	-0.32971
0.00000	-0.32175
0.00000	-0.31493
0.00000	-0.30637
0.00000	-0.29942
0.00000	-0.29167
0.00000	-0.28318
0.00000	-0.27605
0.00000	-0.26809
0.00000	-0.26022
0.00000	-0.25251
0.00000	-0.24479
0.00000	-0.23650
0.00000	-0.22885
0.00000	-0.22204
0.00000	-0.21378
0.00000	-0.20563
0.00000	-0.19791
0.00000	-0.18995
0.00000	-0.18287
0.00000	-0.17512
0.00000	-0.16762
0.00000	-0.15894
0.00000	-0.15189
0.00000	-0.14429
0.00000	-0.13642
0.00000	-0.12911
0.00000	-0.12031
0.00000	-0.11243
0.00000	-0.10500
0.00000	-0.096895
0.00000	-0.089413
0.00000	-0.081772
0.00000	-0.073987
0.00000	-0.066228
0.00000	-0.058910
0.00000	-0.050553
0.00000	-0.042707
0.00000	-0.034777
0.00000	-0.027496
0.095912	-0.019322
0.49730	-0.011254
0.82404	-0.0048150
1.0989	0.0014152
1.3007	0.0072538
1.7395	0.015002
2.0668	0.021720
2.5181	0.029642
2.8444	0.038684
3.1996	0.046034
3.5677	0.053773
3.9502	0.061511
4.3354	0.069280
4.7043	0.077062
5.1110	0.084263
5.4427	0.092576
5.8076	0.10032
6.1716	0.10838
6.4965	0.11535
6.9178	0.12369
7.2518	0.13107
7.6088	0.13871
7.9665	0.14708
8.3518	0.15397
8.6989	0.16177
9.0529	0.16956
9.4070	0.17791
9.7654	0.18581
10.143	0.19329
10.390	0.20098
10.699	0.20793
11.037	0.21639
11.363	0.22427
11.676	0.23201
	0.23975
