Force (N)	Déformation (mm)
	
0.00000	-0.50809
0.00000	-0.49863
0.00000	-0.48903
0.00000	-0.47935
0.00000	-0.46949
0.00000	-0.45960
0.00000	-0.44911
0.00000	-0.43853
0.00000	-0.43027
0.00000	-0.41861
0.00000	-0.40919
0.00000	-0.40010
0.00000	-0.38966
0.00000	-0.38035
0.00000	-0.37021
0.00000	-0.36009
0.00000	-0.35039
0.00000	-0.34021
0.00000	-0.33034
0.00000	-0.32079
0.00000	-0.31059
0.00000	-0.30076
0.00000	-0.29100
0.00000	-0.28009
0.00000	-0.27115
0.00000	-0.26026
0.00000	-0.25071
0.00000	-0.24126
0.00000	-0.23137
0.00000	-0.22096
0.00000	-0.21148
0.00000	-0.20110
0.00000	-0.19122
0.00000	-0.18062
0.00000	-0.17129
0.00000	-0.16241
0.00000	-0.15136
0.00000	-0.14227
0.00000	-0.13180
0.00000	-0.12172
0.00000	-0.11173
0.00000	-0.10195
0.00000	-0.091865
0.00000	-0.082620
0.00000	-0.072055
0.00000	-0.062444
0.00000	-0.052813
0.00000	-0.042757
0.00000	-0.032830
0.00000	-0.022424
0.36652	-0.012594
0.80917	-0.0026242
1.0331	0.0013429
1.6019	0.011437
2.0984	0.021218
2.6078	0.031675
3.1197	0.041374
3.5971	0.051035
4.1420	0.061673
4.5915	0.071373
5.0676	0.081100
5.5550	0.091414
6.0843	0.10111
6.5242	0.11067
6.9989	0.12101
7.5492	0.13067
8.0001	0.14045
8.4673	0.15092
8.9400	0.15992
9.4122	0.16985
9.8811	0.18056
10.296	0.18998
10.703	0.19969
11.216	0.21024
11.650	0.22026
12.055	0.22951
12.476	0.23938
12.898	0.25028
13.292	0.26000
13.762	0.27015
14.181	0.27954
14.563	0.28980
14.940	0.29911
15.365	0.30931
15.709	0.31931
16.112	0.32906
16.557	0.33999
16.952	0.34938
17.327	0.35928
17.690	0.36919
18.081	0.37909
18.453	0.38797
18.804	0.39822
19.267	0.40849
19.681	0.41895
20.025	0.42900
20.343	0.43897
20.667	0.44881
4.1006	
