Force (N)	Déformation (mm)
	
0.0073990	-0.31325
0.014810	-0.30558
0.019211	-0.29842
0.019535	-0.29108
0.019859	-0.28337
0.020184	-0.27627
0.020508	-0.26890
0.020832	-0.26148
0.021156	-0.25287
0.021480	-0.24550
0.021804	-0.23814
0.022128	-0.23126
0.022452	-0.22271
0.022777	-0.21546
0.023101	-0.20835
0.023425	-0.20040
0.023749	-0.19299
0.024073	-0.18543
0.024397	-0.17797
0.024721	-0.17041
0.025046	-0.16239
0.025370	-0.15535
0.025694	-0.14774
0.026018	-0.14007
0.026342	-0.13204
0.026666	-0.12537
0.026990	-0.11716
0.027749	-0.11000
0.028657	-0.10257
0.029566	-0.095351
0.030474	-0.087103
0.031383	-0.079569
0.032291	-0.072336
0.033200	-0.064399
0.034108	-0.056840
0.035017	-0.049450
0.035925	-0.042118
0.036834	-0.034157
0.037742	-0.026285
0.038651	-0.019725
0.36904	-0.011847
0.74652	-0.0044998
1.1241	0.0017220
1.3425	0.0065884
1.8058	0.014406
2.2632	0.021934
2.7182	0.030182
3.1573	0.036920
3.5813	0.044146
3.9937	0.051294
4.4449	0.059440
4.8762	0.067473
5.3528	0.074950
5.7647	0.082182
6.1356	0.089739
6.6587	0.097382
7.0581	0.10582
7.4895	0.11288
7.9843	0.11981
8.4058	0.12751
8.7976	0.13515
9.1552	0.14291
9.6072	0.15059
9.9967	0.15791
10.419	0.16585
10.768	0.17344
11.260	0.18095
11.681	0.18811
12.012	0.19517
12.425	0.20318
12.825	0.21112
13.215	0.21855
13.564	0.22608
13.995	0.23355
14.326	0.24069
14.720	0.24873
15.144	0.25573
15.468	0.26291
15.851	0.27154
16.195	0.27853
16.670	0.28621
17.012	0.29370
17.264	0.30100
17.627	0.30871
17.980	0.31608
18.308	0.32360
18.616	0.33111
19.040	0.33963
19.363	0.34690
19.649	0.35418
20.034	0.36145
20.397	0.36961
20.657	0.37733
20.977	0.38439
21.296	0.39195
21.626	0.39954
21.922	0.40713
22.224	0.41473
0.019323	
