Force (N)	Déformation (mm)
	
0.11444	-1.9326
0.11444	-1.9097
0.11444	-1.8864
0.11444	-1.8625
0.11444	-1.8396
0.11444	-1.8171
0.11444	-1.7935
0.11444	-1.7706
0.11444	-1.7468
0.11444	-1.7234
0.11444	-1.7005
0.11444	-1.6773
0.11444	-1.6532
0.11444	-1.6311
0.11444	-1.6077
0.11444	-1.5842
0.11444	-1.5606
0.11444	-1.5372
0.11444	-1.5143
0.11444	-1.4907
0.11444	-1.4678
0.11444	-1.4449
0.11444	-1.4213
0.11444	-1.3970
0.11444	-1.3744
0.11444	-1.3516
0.11444	-1.3280
0.11444	-1.3054
0.11444	-1.2819
0.11444	-1.2586
0.11444	-1.2349
0.11444	-1.2116
0.11444	-1.1886
0.11444	-1.1649
0.11444	-1.1417
0.11444	-1.1188
0.11444	-1.0956
0.11444	-1.0723
0.11444	-1.0485
0.11444	-1.0255
0.11444	-1.0023
0.11444	-0.97915
0.11444	-0.95643
0.11444	-0.93264
0.11444	-0.90955
0.11444	-0.88624
0.11444	-0.86164
0.11444	-0.83928
0.11444	-0.81576
0.11444	-0.79301
0.11444	-0.76998
0.11444	-0.74652
0.11444	-0.72369
0.11444	-0.69968
0.11444	-0.67623
0.11444	-0.65307
0.11444	-0.63019
0.11444	-0.60733
0.11444	-0.58361
0.11444	-0.56033
0.11444	-0.53707
0.11444	-0.51363
0.11444	-0.49064
0.11444	-0.46688
0.11444	-0.44356
0.11444	-0.42062
0.11444	-0.39714
0.11444	-0.37471
0.11444	-0.35111
0.11444	-0.32782
0.11444	-0.30402
0.11444	-0.28132
0.11444	-0.25859
0.11444	-0.23488
0.11444	-0.21124
0.11444	-0.18793
0.11444	-0.16448
0.11444	-0.14133
0.11444	-0.11798
0.11444	-0.094978
0.11444	-0.072160
0.11444	-0.048126
0.11444	-0.024586
0.85228	-0.0023087
2.6374	0.016263
5.0830	0.039488
7.5809	0.061639
9.8925	0.085948
12.098	0.10896
14.091	0.13181
16.265	0.15523
18.351	0.17820
20.490	0.20243
22.530	0.22500
24.681	0.24858
26.766	0.27167
28.873	0.29522
30.884	0.31841
10.373	
