Force (N)	Déformation (mm)
	
0.11444	-0.57471
0.11444	-0.56745
0.11444	-0.55949
0.11444	-0.55169
0.11444	-0.54436
0.11444	-0.53788
0.11444	-0.52961
0.11444	-0.52188
0.11444	-0.51432
0.11444	-0.50676
0.11444	-0.49906
0.11444	-0.49159
0.11444	-0.48413
0.11444	-0.47672
0.11444	-0.46957
0.11444	-0.46200
0.11444	-0.45451
0.11444	-0.44636
0.11444	-0.43902
0.11444	-0.43184
0.11444	-0.42439
0.11444	-0.41665
0.11444	-0.40930
0.11444	-0.40197
0.11444	-0.39440
0.11444	-0.38693
0.11444	-0.37949
0.11444	-0.37162
0.11444	-0.36395
0.11444	-0.35628
0.11444	-0.34902
0.11444	-0.34098
0.11444	-0.33333
0.11444	-0.32575
0.11444	-0.31827
0.11444	-0.31076
0.11444	-0.30335
0.11444	-0.29627
0.11444	-0.28825
0.11444	-0.28090
0.11444	-0.27356
0.11444	-0.26567
0.11444	-0.25791
0.11444	-0.25044
0.11444	-0.24332
0.11444	-0.23507
0.11444	-0.22782
0.11444	-0.22057
0.11444	-0.21378
0.11444	-0.20598
0.11444	-0.19835
0.11444	-0.19079
0.11444	-0.18286
0.11444	-0.17513
0.11444	-0.16763
0.11444	-0.16066
0.11444	-0.15204
0.11444	-0.14464
0.11444	-0.13724
0.11444	-0.12939
0.11444	-0.12204
0.11444	-0.11468
0.11444	-0.10776
0.11444	-0.10004
0.11444	-0.092536
0.11444	-0.085033
0.11444	-0.077425
0.11444	-0.069661
0.11444	-0.061896
0.11444	-0.054860
0.11444	-0.046394
0.11444	-0.039139
0.11444	-0.031884
0.11444	-0.024683
0.11444	-0.016998
0.27879	-0.0092761
0.84828	-0.0027228
1.1571	0.00080436
1.8144	0.0084648
2.5732	0.015809
3.3483	0.023153
4.1179	0.030034
4.9516	0.038551
5.7435	0.045773
6.4332	0.052811
7.2754	0.060584
8.1023	0.067978
8.8171	0.075373
9.6167	0.082713
10.367	0.091396
11.085	0.098679
11.735	0.10576
12.401	0.11428
13.074	0.12146
13.747	0.12864
14.402	0.13544
15.145	0.14446
15.888	0.15181
3.6550	
