Force (N)	Déformation (mm)
	
0.00088368	-0.15706
0.0017704	-0.15381
0.0026571	-0.15111
0.0035438	-0.14745
0.0044305	-0.14400
0.0053173	-0.14038
0.0062040	-0.13653
0.0070907	-0.13304
0.0079774	-0.12994
0.0088641	-0.12565
0.0097508	-0.12216
0.010638	-0.11866
0.011524	-0.11517
0.012411	-0.11167
0.013298	-0.10818
0.014184	-0.10504
0.015071	-0.10122
0.015958	-0.097385
0.016845	-0.093831
0.017731	-0.090350
0.018618	-0.086870
0.019505	-0.083390
0.020391	-0.080202
0.021278	-0.076519
0.022165	-0.072919
0.023052	-0.069381
0.023938	-0.065844
0.024825	-0.062306
0.025712	-0.058769
0.026598	-0.055319
0.027485	-0.052038
0.028372	-0.048494
0.029259	-0.043543
0.030145	-0.040112
0.031032	-0.036680
0.031919	-0.033249
0.032805	-0.029747
0.033692	-0.026911
0.034579	-0.021619
0.035466	-0.018230
0.036352	-0.014842
0.037239	-0.011453
0.038126	-0.0080649
0.33570	-0.0047390
0.66031	-0.0014126
1.1080	-0.00024433
1.1022	0.00049026
1.5731	0.0033576
2.2220	0.0079583
2.8374	0.011482
3.4520	0.015007
4.0621	0.018531
4.6593	0.022055
5.1712	0.025481
5.7495	0.028675
6.6185	0.032485
7.3514	0.035980
7.9639	0.039475
8.5765	0.042970
9.1890	0.046465
9.8016	0.049960
10.240	0.054021
10.829	0.057322
11.582	0.061547
12.170	0.065167
12.729	0.068638
13.288	0.072109
13.847	0.075579
14.399	0.078895
14.945	0.082615
15.559	0.086372
16.237	0.090210
16.808	0.094049
17.334	0.097887
17.860	0.10121
18.248	0.10452
18.812	0.10752
19.338	0.11120
19.813	0.11579
20.500	0.11929
21.015	0.12278
21.531	0.12627
22.046	0.12977
22.486	0.13270
22.927	0.13560
23.441	0.13934
23.969	0.14321
24.475	0.14708
24.860	0.15082
25.245	0.15445
25.631	0.15790
25.892	0.16122
26.300	0.16479
26.915	0.16939
27.361	0.17276
27.807	0.17614
28.253	0.17951
28.699	0.18289
0.080367	
