Force (N)	Déformation (mm)
	
0.00000	-0.27339
0.00000	-0.26879
0.00000	-0.26256
0.00000	-0.25668
0.00000	-0.25088
0.00000	-0.24513
0.00000	-0.23976
0.00000	-0.23410
0.00000	-0.22844
0.00000	-0.22278
0.00000	-0.21629
0.00000	-0.21077
0.00000	-0.20517
0.00000	-0.19957
0.00000	-0.19358
0.00000	-0.18781
0.00000	-0.18203
0.00000	-0.17626
0.00000	-0.17062
0.00000	-0.16395
0.00000	-0.15822
0.00000	-0.15258
0.00000	-0.14695
0.00000	-0.14153
0.00000	-0.13521
0.00000	-0.12896
0.00000	-0.12366
0.00000	-0.11807
0.00000	-0.11207
0.00000	-0.10625
0.00000	-0.10043
0.00000	-0.094605
0.00000	-0.089255
0.00000	-0.082773
0.00000	-0.076589
0.00000	-0.071153
0.00000	-0.065602
0.00000	-0.059234
0.00000	-0.053521
0.00000	-0.047808
0.00000	-0.042096
0.00000	-0.036339
0.00000	-0.029705
0.00000	-0.024047
0.00000	-0.018389
0.051735	-0.012731
0.45642	-0.0074609
1.0659	-0.0010492
1.2006	0.0016154
2.0174	0.0075821
2.8286	0.013365
3.6027	0.018600
4.6492	0.024333
5.4890	0.030111
6.3288	0.035888
7.0152	0.041754
7.8979	0.047457
8.7711	0.054144
9.6441	0.059853
10.452	0.065562
11.189	0.070787
12.109	0.077127
12.975	0.083309
13.757	0.089015
14.520	0.094720
15.263	0.099816
16.186	0.10660
16.941	0.11228
17.695	0.11795
18.289	0.12363
19.072	0.12934
19.745	0.13531
20.419	0.14129
21.062	0.14705
21.636	0.15275
22.334	0.15868
22.950	0.16435
23.566	0.17001
24.170	0.17576
24.770	0.18105
25.458	0.18807
26.133	0.19366
26.804	0.19925
27.300	0.20483
28.008	0.21111
28.599	0.21688
29.217	0.22264
29.907	0.22814
30.539	0.23471
31.258	0.24029
31.940	0.24557
32.668	0.25233
33.233	0.25781
33.932	0.26362
34.578	0.26945
35.207	0.27513
35.823	0.28081
36.320	0.28704
13.679	
