Force (N)	Déformation (mm)
	
-0.18881	-0.29752
-0.18688	-0.28348
-0.18495	-0.27066
-0.18302	-0.25680
-0.18109	-0.24458
-0.17917	-0.23089
-0.17724	-0.21796
-0.17531	-0.20452
-0.17338	-0.19169
-0.17145	-0.17810
-0.16952	-0.16518
-0.16760	-0.15227
-0.16567	-0.13964
-0.16374	-0.12574
-0.16181	-0.11296
-0.15988	-0.099725
-0.15795	-0.086793
-0.15602	-0.073735
-0.15410	-0.060930
-0.15217	-0.047289
-0.049427	-0.034181
0.33601	-0.020825
0.72145	-0.0078826
1.0893	0.0016000
1.4513	0.014801
1.8802	0.026674
2.3044	0.040457
2.6982	0.052587
3.0717	0.066521
3.4392	0.078992
3.8286	0.092803
4.2224	0.10567
4.6163	0.11921
5.0054	0.13139
5.4711	0.14543
5.8405	0.15794
6.2221	0.17156
6.6086	0.18361
7.0536	0.19805
7.4121	0.21062
7.8153	0.22321
8.2261	0.23626
8.5698	0.25038
8.9332	0.26311
9.2589	0.27713
9.5616	0.28968
9.9556	0.30264
10.265	0.31562
10.663	0.32888
10.976	0.34197
11.276	0.35539
11.594	0.36839
11.914	0.38088
12.235	0.39398
12.574	0.40700
12.878	0.42003
13.181	0.43328
13.482	0.44612
13.794	0.45986
14.120	0.47272
14.391	0.48622
14.689	0.49910
15.011	0.51224
15.314	0.52524
15.563	0.53816
15.821	0.55141
16.082	0.56376
16.341	0.57762
16.600	0.59058
16.868	0.60347
17.131	0.61622
17.375	0.62963
17.627	0.64286
17.913	0.65630
18.149	0.66890
18.364	0.68257
18.587	0.69523
18.922	0.70886
19.060	0.72180
19.331	0.73482
19.534	0.74775
19.727	0.76098
19.929	0.77376
20.132	0.78744
20.342	0.80016
20.545	0.81358
20.747	0.82620
20.969	0.83973
21.165	0.85225
21.305	0.86668
21.475	0.87948
21.645	0.89196
21.805	0.90464
21.959	0.91809
22.130	0.93097
22.295	0.94424
22.458	0.95745
22.615	0.97019
9.9331	
