Force (N)	Déformation (mm)
	
0.00000	-0.27082
0.00000	-0.25738
0.00000	-0.24442
0.00000	-0.23141
0.00000	-0.21845
0.00000	-0.20557
0.00000	-0.19169
0.00000	-0.17902
0.00000	-0.16631
0.00000	-0.15339
0.00000	-0.13980
0.00000	-0.12698
0.00000	-0.11322
0.00000	-0.10048
0.00000	-0.087196
0.00000	-0.074293
0.00000	-0.060849
0.00000	-0.047609
0.00000	-0.034377
0.29696	-0.021070
0.70614	-0.0088959
1.0699	0.0013550
1.4402	0.013253
1.9047	0.027355
2.3544	0.039403
2.7878	0.053199
3.2367	0.065694
3.7035	0.079346
4.1703	0.092144
4.6130	0.10598
5.0539	0.11881
5.5225	0.13194
5.9375	0.14493
6.3910	0.15840
6.8148	0.17108
7.2232	0.18449
7.7166	0.19749
8.1087	0.21051
8.5127	0.22339
8.9480	0.23669
9.3986	0.24952
9.7921	0.26345
10.199	0.27663
10.651	0.28960
11.028	0.30274
11.405	0.31596
11.810	0.32886
12.206	0.34139
12.593	0.35451
12.989	0.36696
13.397	0.38146
13.746	0.39377
14.107	0.40756
14.469	0.42010
14.850	0.43313
15.211	0.44644
15.600	0.46008
15.974	0.47303
16.239	0.48678
16.541	0.49886
16.971	0.51204
17.242	0.52512
17.561	0.53852
17.857	0.55117
18.144	0.56497
18.455	0.57762
18.790	0.59082
19.125	0.60371
19.438	0.61834
19.698	0.63123
19.934	0.64396
20.209	0.65677
20.490	0.67035
20.772	0.68294
21.070	0.69586
21.344	0.70921
21.563	0.72235
21.795	0.73586
22.028	0.74971
22.265	0.76230
22.516	0.77498
22.770	0.78769
22.932	0.80143
23.167	0.81419
23.389	0.82778
23.574	0.84055
23.761	0.85414
23.953	0.86683
24.154	0.88011
24.384	0.89338
24.548	0.90579
24.717	0.91938
24.897	0.93141
25.111	0.94520
25.251	0.95834
25.403	0.97191
25.562	0.98478
25.721	0.99781
0.075874	
