Force (N)	Déformation (mm)
	
0.00000	-0.54056
0.00000	-0.52608
0.00000	-0.51045
0.00000	-0.49602
0.00000	-0.48034
0.00000	-0.46533
0.00000	-0.45035
0.00000	-0.43476
0.00000	-0.42010
0.00000	-0.40548
0.00000	-0.39067
0.00000	-0.37546
0.00000	-0.36024
0.00000	-0.34485
0.00000	-0.32963
0.00000	-0.31485
0.00000	-0.29915
0.00000	-0.28456
0.00000	-0.26980
0.00000	-0.25532
0.00000	-0.23890
0.00000	-0.22512
0.00000	-0.20997
0.00000	-0.19422
0.00000	-0.17943
0.00000	-0.16455
0.00000	-0.14989
0.00000	-0.13340
0.00000	-0.11945
0.00000	-0.10384
0.00000	-0.088479
0.00000	-0.073228
0.00000	-0.058354
0.00000	-0.043543
0.029408	-0.028698
0.51821	-0.014095
1.1167	0.00075375
1.5250	0.012171
2.0557	0.027895
2.5953	0.042491
3.1464	0.058096
3.7273	0.073693
4.2769	0.088235
4.7791	0.10322
5.2894	0.11799
5.8383	0.13343
6.3868	0.14818
6.9227	0.16321
7.3873	0.17786
7.9230	0.19374
8.3942	0.20844
8.8886	0.22314
9.3955	0.23871
9.9137	0.25376
10.465	0.26872
10.889	0.28387
11.391	0.29886
11.838	0.31375
12.296	0.32888
12.750	0.34361
13.197	0.35912
13.706	0.37513
14.055	0.38882
14.481	0.40466
14.880	0.41831
15.350	0.43430
15.742	0.44935
16.126	0.46430
16.574	0.47966
16.978	0.49451
17.308	0.51013
17.659	0.52445
18.014	0.54039
18.373	0.55466
18.715	0.57023
19.138	0.58530
19.497	0.60048
19.829	0.61540
20.140	0.63023
20.485	0.64525
20.808	0.65949
21.096	0.67560
21.374	0.69057
21.714	0.70631
22.023	0.72110
22.289	0.73606
22.542	0.75061
22.787	0.76550
23.097	0.78110
23.304	0.79596
23.523	0.81081
23.754	0.82585
24.007	0.84186
24.232	0.85614
24.443	0.87112
24.656	0.88579
24.816	0.90140
25.025	0.91585
5.8175	
