Force (N)	Déformation (mm)
	
-0.036552	-0.27392
-0.034956	-0.26307
-0.033359	-0.25254
-0.031762	-0.24133
-0.030166	-0.23095
-0.028569	-0.22150
-0.026972	-0.21018
-0.025376	-0.19979
-0.023779	-0.18894
-0.022183	-0.17835
-0.020586	-0.16846
-0.018989	-0.15709
-0.017393	-0.14657
-0.015796	-0.13577
-0.014200	-0.12546
-0.012603	-0.11526
-0.011006	-0.10453
-0.0094097	-0.093914
-0.0078131	-0.082600
-0.0062165	-0.072297
-0.0046198	-0.061817
-0.0030232	-0.051069
-0.0014266	-0.040746
0.00017001	-0.029273
0.28677	-0.018853
0.59658	-0.0091353
1.0351	0.0012577
1.2700	0.0097370
1.6103	0.019866
1.9852	0.030267
2.3601	0.040637
2.7312	0.052217
3.0951	0.062671
3.4640	0.073009
3.8573	0.083821
4.2342	0.094253
4.5727	0.10479
4.9166	0.11609
5.2605	0.12592
5.6109	0.13723
5.9680	0.14749
6.3903	0.15870
6.7435	0.16916
7.0967	0.17901
7.4173	0.19045
7.7749	0.20076
8.1359	0.21089
8.4987	0.22224
8.8557	0.23208
9.1961	0.24353
9.5283	0.25395
9.8807	0.26441
10.225	0.27502
10.508	0.28517
10.816	0.29651
11.155	0.30694
11.466	0.31673
11.771	0.32842
12.076	0.33857
12.416	0.34968
12.745	0.36006
13.016	0.36999
13.303	0.38180
13.598	0.39163
13.912	0.40230
14.225	0.41302
14.513	0.42303
14.748	0.43407
15.060	0.44462
15.297	0.45589
15.573	0.46576
15.865	0.47657
16.199	0.48731
16.380	0.49796
16.639	0.50861
16.949	0.51952
17.183	0.52958
17.413	0.54083
17.629	0.55111
17.884	0.56132
18.157	0.57267
18.393	0.58257
18.630	0.59444
18.849	0.60523
19.093	0.61501
19.297	0.62531
19.586	0.63555
19.817	0.64765
20.043	0.65841
20.191	0.66762
20.374	0.67893
20.554	0.68916
20.784	0.70050
20.957	0.71076
21.123	0.72055
21.302	0.73193
21.488	0.74256
21.679	0.75306
2.4467	
