Force (N)	Déformation (mm)
	-0.38070
0.040494	-0.37753
0.042845	-0.37027
0.045196	-0.36352
0.047547	-0.35553
0.049898	-0.34833
0.052249	-0.34088
0.054600	-0.33340
0.056951	-0.32550
0.057358	-0.31837
0.057513	-0.31057
0.057668	-0.30306
0.057824	-0.29613
0.057979	-0.28850
0.058134	-0.28063
0.058289	-0.27305
0.058445	-0.26643
0.058600	-0.25850
0.058755	-0.25068
0.058910	-0.24379
0.059066	-0.23637
0.059221	-0.22862
0.059376	-0.22106
0.059531	-0.21338
0.059687	-0.20581
0.059842	-0.19833
0.059997	-0.19084
0.060152	-0.18336
0.060308	-0.17588
0.060463	-0.16839
0.060618	-0.16091
0.060773	-0.15342
0.060929	-0.14594
0.061084	-0.13824
0.061239	-0.13107
0.061394	-0.12453
0.061550	-0.11654
0.061705	-0.10943
0.061860	-0.10212
0.062015	-0.094001
0.062171	-0.086652
0.062326	-0.079036
0.062481	-0.071721
0.062636	-0.064682
0.062792	-0.056365
0.062947	-0.049012
0.063102	-0.041549
0.063257	-0.034074
0.063413	-0.026692
0.063568	-0.019313
0.26123	-0.011934
0.76041	-0.0047412
1.1127	0.00021991
1.2875	0.0046507
1.8294	0.012224
2.3696	0.019969
2.8309	0.027807
3.3324	0.035320
3.8392	0.042834
4.3629	0.050376
4.8495	0.058012
5.3272	0.065641
5.8819	0.072284
6.3228	0.079548
6.8091	0.086822
7.3027	0.094285
7.8527	0.10175
8.3636	0.10921
8.8777	0.11666
9.3971	0.12408
9.8578	0.13264
10.448	0.14016
10.861	0.14768
11.352	0.15520
11.842	0.16272
12.362	0.16979
12.830	0.17663
13.299	0.18417
13.711	0.19172
14.174	0.19927
14.652	0.20684
15.117	0.21441
15.569	0.22207
16.027	0.22965
16.563	0.23718
16.949	0.24472
17.355	0.25166
17.776	0.25858
18.221	0.26614
18.668	0.27369
19.105	0.28124
19.527	0.28895
19.949	0.29666
20.334	0.30423
20.760	0.31179
21.202	0.31892
21.576	0.32622
21.947	0.33360
22.338	0.34109
7.7229	
