Force (N)	Déformation (mm)
	
0.038147	-0.31354
0.038147	-0.30493
0.038147	-0.29597
0.038147	-0.28704
0.038147	-0.27758
0.038147	-0.26823
0.038147	-0.25878
0.038147	-0.24994
0.038147	-0.24027
0.038147	-0.23091
0.038147	-0.22225
0.038147	-0.21234
0.038147	-0.20367
0.038147	-0.19415
0.038147	-0.18536
0.038147	-0.17626
0.038147	-0.16681
0.038147	-0.15766
0.038147	-0.14798
0.038147	-0.13867
0.038147	-0.12939
0.038147	-0.12016
0.038147	-0.11093
0.038147	-0.10226
0.038147	-0.093207
0.038147	-0.084100
0.038147	-0.074121
0.038147	-0.064940
0.038147	-0.056024
0.038147	-0.046656
0.038147	-0.037070
0.038147	-0.028411
0.038147	-0.018581
0.33894	-0.0092852
1.0337	0.000010553
1.3074	0.0043215
2.0847	0.013374
2.7771	0.022127
3.5213	0.031111
4.2318	0.040339
4.9491	0.049566
5.7123	0.058794
6.4422	0.068022
7.1688	0.077250
7.8764	0.086931
8.6329	0.096032
9.4011	0.10548
10.034	0.11483
10.816	0.12396
11.512	0.13303
12.243	0.14263
12.878	0.15165
13.534	0.16095
14.276	0.17026
14.935	0.17954
15.662	0.18878
16.344	0.19802
16.989	0.20726
17.631	0.21651
18.338	0.22581
18.975	0.23510
19.539	0.24422
20.213	0.25316
20.897	0.26225
21.455	0.27092
22.145	0.28100
22.678	0.29013
23.273	0.29918
23.885	0.30814
24.453	0.31749
25.006	0.32682
25.528	0.33616
26.125	0.34514
26.626	0.35425
27.176	0.36346
27.705	0.37266
28.244	0.38309
28.716	0.39231
29.204	0.40153
29.715	0.41071
30.209	0.41978
30.692	0.42885
31.100	0.43708
31.560	0.44646
32.123	0.45583
32.579	0.46601
33.003	0.47518
33.416	0.48445
33.863	0.49373
34.295	0.50300
34.708	0.51225
35.087	0.52147
35.462	0.53065
35.842	0.53974
36.218	0.54837
36.540	0.55760
36.916	0.56683
37.277	0.57606
4.5326	
