Force (N)	Déformation (mm)
	
0.031792	-0.34160
0.025427	-0.33348
0.019062	-0.32713
0.012696	-0.31905
0.0063311	-0.31153
-0.000034106	-0.30408
-0.0063994	-0.29712
-0.0083339	-0.28889
-0.0085186	-0.28096
-0.0087033	-0.27420
-0.0088880	-0.26582
-0.0090728	-0.25850
-0.0092575	-0.25118
-0.0094422	-0.24382
-0.0096270	-0.23603
-0.0098117	-0.22854
-0.0099964	-0.22180
-0.010181	-0.21444
-0.010366	-0.20732
-0.010551	-0.19918
-0.010735	-0.19111
-0.010920	-0.18377
-0.011105	-0.17646
-0.011290	-0.16927
-0.011474	-0.16186
-0.011659	-0.15398
-0.011844	-0.14650
-0.012028	-0.13902
-0.012213	-0.13157
-0.012398	-0.12442
-0.012583	-0.11674
-0.012767	-0.10874
-0.012952	-0.10201
-0.013137	-0.094046
-0.013322	-0.086921
-0.013506	-0.078318
-0.013691	-0.071839
-0.013876	-0.063515
-0.014060	-0.056591
-0.014245	-0.048469
-0.014430	-0.041448
-0.014615	-0.033795
-0.014799	-0.026141
-0.014984	-0.019255
0.16268	-0.011908
0.76597	-0.0048224
1.1606	0.00092308
1.5861	0.0060579
2.2544	0.013536
2.8990	0.020939
3.6051	0.028222
4.2852	0.035702
4.9422	0.043453
5.6176	0.051084
6.2802	0.058334
6.9639	0.066569
7.5966	0.073757
8.2844	0.081186
8.9859	0.088645
9.6655	0.096619
10.254	0.10306
10.970	0.11189
11.587	0.11838
12.227	0.12627
12.860	0.13317
13.474	0.14172
14.184	0.14898
14.824	0.15651
15.454	0.16403
16.036	0.17083
16.676	0.17876
17.242	0.18611
17.884	0.19369
18.519	0.20176
19.158	0.20902
19.754	0.21617
20.310	0.22370
20.875	0.23122
21.461	0.23875
22.134	0.24619
22.661	0.25340
23.291	0.26069
23.866	0.26865
24.371	0.27659
24.947	0.28337
25.501	0.29072
26.057	0.29810
26.599	0.30623
27.045	0.31319
27.570	0.32085
28.192	0.32835
28.608	0.33586
29.102	0.34343
29.651	0.35107
30.077	0.35879
30.636	0.36570
31.044	0.37278
31.518	0.38046
2.6782	
