Force (N)	Déformation (mm)
	
0.042275	-0.97363
0.046407	-0.96144
0.050540	-0.94770
0.054672	-0.93615
0.057301	-0.92283
0.057513	-0.91019
0.057724	-0.89767
0.057936	-0.88460
0.058147	-0.87202
0.058358	-0.85895
0.058570	-0.84612
0.058781	-0.83285
0.058992	-0.81964
0.059204	-0.80746
0.059415	-0.79414
0.059626	-0.78237
0.059838	-0.76910
0.060049	-0.75667
0.060260	-0.74360
0.060472	-0.73089
0.060683	-0.71808
0.060894	-0.70491
0.061106	-0.69299
0.061317	-0.67955
0.061529	-0.66686
0.061740	-0.65356
0.061951	-0.64093
0.062163	-0.62737
0.062374	-0.61544
0.062585	-0.60241
0.062797	-0.58964
0.063008	-0.57681
0.063219	-0.56417
0.063431	-0.55046
0.063642	-0.53876
0.063853	-0.52559
0.066077	-0.51304
0.068343	-0.49997
0.070609	-0.48705
0.072875	-0.47454
0.075141	-0.46176
0.077407	-0.44881
0.026961	-0.43574
0.026050	-0.42347
0.025139	-0.41060
0.024228	-0.39753
0.023316	-0.38474
0.022405	-0.37165
0.021494	-0.35885
0.020582	-0.34670
0.019671	-0.33334
0.018760	-0.32042
0.017849	-0.30739
0.016937	-0.29506
0.016026	-0.28165
0.015115	-0.26891
0.014204	-0.25623
0.013292	-0.24288
0.012381	-0.22985
0.011470	-0.21782
0.010559	-0.20563
0.0096472	-0.19277
0.0087360	-0.17991
0.0078247	-0.16703
0.0069134	-0.15416
0.0060022	-0.14137
0.0050909	-0.12824
0.0041796	-0.11539
0.0032684	-0.10209
0.0023571	-0.089457
0.0014458	-0.076662
0.00053456	-0.063957
-0.00037671	-0.051407
-0.0012880	-0.038431
-0.0021993	-0.026059
0.052422	-0.012750
0.94250	-0.00010983
1.7572	0.0078811
3.0563	0.020633
4.4610	0.034005
5.8671	0.046278
7.3200	0.059145
8.6388	0.072592
9.9683	0.085098
11.335	0.097565
12.803	0.11025
14.041	0.12353
15.245	0.13601
16.424	0.14947
17.560	0.16219
18.633	0.17501
19.757	0.18783
21.033	0.20066
22.122	0.21329
23.191	0.22598
24.410	0.23886
25.465	0.25184
26.618	0.26459
0.98193	
