Force (N)	Déformation (mm)
	
0.041581	-1.0355
0.045019	-1.0233
0.048456	-1.0094
0.051894	-0.99634
0.055331	-0.98257
0.057458	-0.96968
0.057986	-0.95685
0.058513	-0.94352
0.059041	-0.92938
0.059569	-0.91663
0.060097	-0.90299
0.060624	-0.88982
0.061152	-0.87686
0.061680	-0.86362
0.062207	-0.84984
0.062735	-0.83716
0.063263	-0.82389
0.063790	-0.80997
0.064123	-0.79678
0.064411	-0.78398
0.064699	-0.77017
0.064988	-0.75723
0.065276	-0.74248
0.065564	-0.73067
0.065853	-0.71660
0.066141	-0.70371
0.066429	-0.69032
0.066718	-0.67759
0.067006	-0.66353
0.067294	-0.65090
0.067583	-0.63686
0.067871	-0.62360
0.068159	-0.61114
0.068448	-0.59763
0.068736	-0.58443
0.069024	-0.57070
0.069313	-0.55746
0.069601	-0.54463
0.069889	-0.53089
0.070178	-0.51764
0.070466	-0.50421
0.070754	-0.49122
0.071043	-0.47803
0.071331	-0.46479
0.071620	-0.45098
0.071908	-0.43819
0.072196	-0.42466
0.072485	-0.41131
0.072773	-0.39795
0.073061	-0.38485
0.073350	-0.37104
0.073638	-0.35815
0.073926	-0.34397
0.074215	-0.33150
0.074503	-0.31842
0.074791	-0.30529
0.075080	-0.29183
0.075368	-0.27848
0.075656	-0.26520
0.075945	-0.25171
0.076233	-0.23828
0.076521	-0.22545
0.076810	-0.21116
0.039212	-0.19837
0.040173	-0.18557
0.041133	-0.17234
0.042094	-0.15937
0.043055	-0.14534
0.044015	-0.13236
0.044976	-0.11923
0.045937	-0.10592
0.046897	-0.092299
0.047858	-0.079266
0.048819	-0.065868
0.049779	-0.052672
0.050740	-0.038667
0.063725	-0.025813
0.10518	-0.012332
0.98499	0.00015661
1.7696	0.0083289
2.9290	0.021920
4.2430	0.034670
5.6230	0.048648
6.8108	0.061549
8.1641	0.074419
9.4681	0.088479
10.654	0.10117
11.961	0.11428
13.039	0.12827
14.363	0.14134
15.451	0.15480
16.554	0.16821
17.532	0.18095
18.793	0.19438
19.825	0.20784
21.012	0.22072
22.077	0.23439
23.257	0.24746
0.10102	
