Force (N)	Déformation (mm)
	
0.00054756	-0.87520
0.0010956	-0.86278
0.0016437	-0.84968
0.0021918	-0.83820
0.0027399	-0.82488
0.0032880	-0.81295
0.0038361	-0.80024
0.0043842	-0.78796
0.0049323	-0.77437
0.0054804	-0.76170
0.0060284	-0.74892
0.0065765	-0.73630
0.0071246	-0.72374
0.0076727	-0.71120
0.0082208	-0.69885
0.0087689	-0.68722
0.0093170	-0.67391
0.0098651	-0.66149
0.010413	-0.64943
0.010961	-0.63566
0.011509	-0.62342
0.012057	-0.61067
0.012606	-0.59799
0.013154	-0.58489
0.013702	-0.57238
0.014250	-0.55961
0.014798	-0.54717
0.015346	-0.53424
0.015894	-0.52200
0.016442	-0.51002
0.016990	-0.49664
0.017538	-0.48458
0.018086	-0.47199
0.018634	-0.45973
0.019183	-0.44690
0.019731	-0.43397
0.020279	-0.42165
0.020827	-0.40916
0.021375	-0.39565
0.021923	-0.38335
0.022471	-0.37058
0.023019	-0.35852
0.023567	-0.34593
0.024115	-0.33351
0.024663	-0.32067
0.025212	-0.30838
0.025760	-0.29573
0.026308	-0.28223
0.026856	-0.27023
0.027404	-0.25759
0.027952	-0.24517
0.028500	-0.23209
0.029048	-0.21987
0.029596	-0.20689
0.030144	-0.19405
0.030692	-0.18141
0.031241	-0.16937
0.031789	-0.15596
0.032337	-0.14439
0.032885	-0.13118
0.033433	-0.11919
0.033981	-0.10667
0.034529	-0.093886
0.035077	-0.081361
0.035625	-0.068204
0.036173	-0.056171
0.036721	-0.043022
0.037269	-0.030661
0.037818	-0.017835
0.40562	-0.0056425
1.3055	0.0026119
2.9978	0.014548
4.8123	0.026981
6.5510	0.039543
8.3523	0.052745
10.084	0.065236
11.892	0.077489
13.493	0.090210
15.100	0.10299
16.805	0.11527
18.301	0.12857
19.884	0.14077
21.253	0.15356
22.508	0.16660
23.847	0.17839
25.309	0.19126
26.802	0.20468
28.223	0.21704
29.567	0.22881
31.140	0.24152
32.656	0.25423
34.055	0.26692
35.396	0.27960
36.768	0.29228
38.036	0.30504
39.279	0.31797
40.725	0.33030
41.943	0.34256
0.19073	
