Force (N)	Déformation (mm)
	
0.00000	-0.64592
0.00000	-0.63569
0.00000	-0.62692
0.00000	-0.61736
0.00000	-0.60803
0.00000	-0.59884
0.00000	-0.58912
0.00000	-0.57980
0.00000	-0.57058
0.00000	-0.56104
0.00000	-0.55153
0.00000	-0.54188
0.00000	-0.53196
0.00000	-0.52291
0.00000	-0.51382
0.00000	-0.50362
0.00000	-0.49422
0.00000	-0.48606
0.00000	-0.47560
0.00000	-0.46684
0.00000	-0.45711
0.00000	-0.44676
0.00000	-0.43797
0.00000	-0.42856
0.00000	-0.41880
0.00000	-0.40989
0.00000	-0.40010
0.00000	-0.39086
0.00000	-0.38183
0.00000	-0.37178
0.00000	-0.36231
0.00000	-0.35352
0.00000	-0.34367
0.00000	-0.33459
0.00000	-0.32488
0.00000	-0.31555
0.00000	-0.30573
0.00000	-0.29648
0.00000	-0.28711
0.00000	-0.27778
0.00000	-0.26821
0.00000	-0.25876
0.00000	-0.24962
0.00000	-0.23991
0.00000	-0.23011
0.00000	-0.22147
0.00000	-0.21111
0.00000	-0.20232
0.00000	-0.19284
0.00000	-0.18356
0.00000	-0.17326
0.00000	-0.16461
0.00000	-0.15420
0.00000	-0.14523
0.00000	-0.13643
0.00000	-0.12711
0.00000	-0.11686
0.00000	-0.10818
0.00000	-0.098291
0.00000	-0.089475
0.00000	-0.079888
0.00000	-0.069911
0.00000	-0.060748
0.00000	-0.051402
0.00000	-0.041312
0.00000	-0.032443
0.10676	-0.022383
0.47801	-0.012995
0.85987	-0.0039999
1.0710	0.00063590
1.4052	0.0087678
1.8318	0.018468
2.2625	0.027558
2.6581	0.037235
3.1465	0.046890
3.5888	0.055934
4.0193	0.065482
4.5343	0.074540
5.0465	0.084769
5.4749	0.094409
5.9566	0.10269
6.4952	0.11317
6.9490	0.12194
7.4911	0.13124
8.0104	0.14151
8.3810	0.15079
8.8644	0.15930
9.3377	0.16981
9.8182	0.17923
10.253	0.18835
10.743	0.19769
11.207	0.20709
11.668	0.21649
12.117	0.22564
12.552	0.23468
12.986	0.24436
13.448	0.25456
13.863	0.26364
2.3097	
