Force (N)	Déformation (mm)
	
0.00000	-0.83604
0.00000	-0.82456
0.00000	-0.81417
0.00000	-0.80306
0.00000	-0.79235
0.00000	-0.77976
0.00000	-0.76871
0.00000	-0.75776
0.00000	-0.74684
0.00000	-0.73577
0.00000	-0.72459
0.00000	-0.71344
0.00000	-0.70270
0.00000	-0.69119
0.00000	-0.68082
0.00000	-0.66873
0.00000	-0.65803
0.00000	-0.64660
0.00000	-0.63566
0.00000	-0.62393
0.00000	-0.61297
0.00000	-0.60266
0.00000	-0.59060
0.00000	-0.57989
0.00000	-0.56832
0.00000	-0.55721
0.00000	-0.54590
0.00000	-0.53504
0.00000	-0.52451
0.00000	-0.51260
0.00000	-0.50126
0.00000	-0.49072
0.00000	-0.47945
0.00000	-0.46812
0.00000	-0.45699
0.00000	-0.44590
0.00000	-0.43490
0.00000	-0.42359
0.00000	-0.41267
0.00000	-0.40090
0.00000	-0.39020
0.00000	-0.37901
0.00000	-0.36784
0.00000	-0.35663
0.00000	-0.34551
0.00000	-0.33498
0.00000	-0.32216
0.00000	-0.31146
0.00000	-0.29999
0.00000	-0.28959
0.00000	-0.27898
0.00000	-0.26762
0.00000	-0.25635
0.00000	-0.24448
0.00000	-0.23381
0.00000	-0.22272
0.00000	-0.21082
0.00000	-0.20062
0.00000	-0.18879
0.00000	-0.17812
0.00000	-0.16683
0.00000	-0.15613
0.00000	-0.14512
0.00000	-0.13368
0.00000	-0.12209
0.00000	-0.11086
0.00000	-0.10023
0.00000	-0.089076
0.00000	-0.077518
0.00000	-0.066399
0.00000	-0.054488
0.00000	-0.043657
0.00000	-0.033483
0.00000	-0.021857
0.34646	-0.010809
1.0048	-0.00024496
1.4320	0.0068805
2.2106	0.017408
2.9672	0.029101
3.6399	0.040473
4.4236	0.051269
5.2891	0.063011
5.9723	0.074012
6.7517	0.084677
7.5094	0.096433
8.3900	0.10705
9.0729	0.11808
9.9042	0.12959
10.648	0.14094
11.337	0.15180
12.082	0.16266
12.809	0.17351
13.585	0.18563
14.328	0.19614
15.055	0.20720
15.827	0.21910
16.523	0.23008
17.250	0.24104
0.076294	
