Force (N)	Déformation (mm)
	
0.036420	-0.45483
0.034691	-0.44791
0.032961	-0.44164
0.031231	-0.43393
0.029501	-0.42720
0.027772	-0.42038
0.026042	-0.41336
0.024312	-0.40578
0.022582	-0.39852
0.020853	-0.39265
0.019123	-0.38485
0.017393	-0.37800
0.015663	-0.37119
0.013934	-0.36501
0.012204	-0.35724
0.010474	-0.35024
0.0087445	-0.34310
0.0070148	-0.33633
0.0052851	-0.32913
0.0035553	-0.32241
0.0018256	-0.31569
0.000095872	-0.30901
-0.0016339	-0.30108
-0.0033636	-0.29380
-0.0050933	-0.28726
-0.0068231	-0.28003
-0.0085528	-0.27346
-0.010283	-0.26658
-0.012012	-0.25994
-0.013742	-0.25243
-0.015472	-0.24546
-0.017201	-0.23816
-0.018931	-0.23142
-0.020661	-0.22418
-0.022391	-0.21778
-0.024120	-0.21090
-0.025850	-0.20436
-0.027580	-0.19620
-0.029310	-0.18939
-0.031039	-0.18203
-0.032769	-0.17531
-0.034499	-0.16838
-0.036229	-0.16201
-0.037958	-0.15386
-0.036366	-0.14775
-0.034367	-0.13955
-0.032368	-0.13275
-0.030369	-0.12594
-0.028369	-0.11908
-0.026370	-0.11238
-0.024371	-0.10543
-0.022372	-0.098680
-0.020373	-0.091948
-0.018374	-0.084395
-0.016375	-0.077249
-0.014375	-0.070727
-0.012376	-0.063080
-0.010377	-0.056544
-0.0083780	-0.049253
-0.0063789	-0.042857
-0.0043798	-0.036263
-0.0023806	-0.029209
-0.00038149	-0.021542
0.0016176	-0.015276
0.45899	-0.0077617
0.96396	0.000097374
1.0402	0.0011094
1.5473	0.0080227
2.0224	0.014869
2.6095	0.022501
3.0959	0.029118
3.5362	0.035915
3.9721	0.043029
4.5362	0.050189
4.9579	0.057823
5.4859	0.064324
5.9945	0.071518
6.4740	0.077867
7.0547	0.085087
7.4506	0.091965
7.9669	0.098843
8.4970	0.10638
8.9772	0.11338
9.4280	0.11979
9.9418	0.12688
10.320	0.13428
10.839	0.14144
11.269	0.14784
11.853	0.15480
12.270	0.16243
12.766	0.16908
13.153	0.17589
13.723	0.18308
14.155	0.19014
14.648	0.19721
15.049	0.20422
15.615	0.21105
16.059	0.21902
5.2324	
