Force (N)	Déformation (mm)
	
0.038147	-0.88891
0.038147	-0.87743
0.038147	-0.86470
0.038147	-0.85300
0.038147	-0.84001
0.038147	-0.82872
0.038147	-0.81552
0.038147	-0.80350
0.038147	-0.79098
0.038147	-0.77898
0.038147	-0.76682
0.038147	-0.75453
0.038147	-0.74229
0.038147	-0.72974
0.038147	-0.71764
0.038147	-0.70451
0.038147	-0.69270
0.038147	-0.68003
0.038147	-0.66817
0.038147	-0.65541
0.038147	-0.64330
0.038147	-0.63085
0.038147	-0.61873
0.038147	-0.60716
0.038147	-0.59413
0.038147	-0.58234
0.038147	-0.56927
0.038147	-0.55709
0.038147	-0.54461
0.038147	-0.53293
0.038147	-0.51988
0.038147	-0.50841
0.038147	-0.49579
0.038147	-0.48321
0.038147	-0.47090
0.038147	-0.45918
0.038147	-0.44727
0.038147	-0.43472
0.038147	-0.42253
0.038147	-0.40955
0.038147	-0.39784
0.038147	-0.38488
0.038147	-0.37308
0.038147	-0.36067
0.038147	-0.34777
0.038147	-0.33516
0.038147	-0.32398
0.038147	-0.31084
0.038147	-0.29890
0.038147	-0.28656
0.038147	-0.27356
0.038147	-0.26240
0.038147	-0.24887
0.038147	-0.23728
0.038147	-0.22529
0.038147	-0.21237
0.038147	-0.20021
0.038147	-0.18797
0.038147	-0.17536
0.038147	-0.16370
0.038147	-0.15125
0.038147	-0.13911
0.038147	-0.12590
0.038147	-0.11409
0.038147	-0.10154
0.038147	-0.088832
0.038147	-0.077118
0.038147	-0.064951
0.038147	-0.052663
0.038147	-0.040274
0.038147	-0.028081
0.038147	-0.015680
0.69478	-0.0034656
1.3454	0.0030373
2.7419	0.015108
4.2737	0.028218
5.6864	0.040620
7.1647	0.051974
8.5853	0.064331
10.109	0.076632
11.530	0.088677
12.994	0.10315
14.356	0.11448
15.688	0.12631
16.956	0.13885
18.167	0.15123
19.288	0.16306
20.427	0.17534
21.663	0.18807
22.831	0.20029
24.197	0.21276
25.394	0.22513
26.550	0.23725
27.768	0.24936
29.062	0.26164
30.392	0.27393
31.646	0.28621
32.863	0.29832
13.340	
