Force (N)	Déformation (mm)
	
0.038147	-0.85312
0.038147	-0.84252
0.038147	-0.83013
0.038147	-0.81799
0.038147	-0.80603
0.038147	-0.79423
0.038147	-0.78215
0.038147	-0.77014
0.038147	-0.75835
0.038147	-0.74699
0.038147	-0.73428
0.038147	-0.72249
0.038147	-0.71064
0.038147	-0.69791
0.038147	-0.68666
0.038147	-0.67539
0.038147	-0.66333
0.038147	-0.65114
0.038147	-0.63875
0.038147	-0.62783
0.038147	-0.61510
0.038147	-0.60315
0.038147	-0.59151
0.038147	-0.57960
0.038147	-0.56742
0.038147	-0.55564
0.038147	-0.54369
0.038147	-0.53166
0.038147	-0.52015
0.038147	-0.50776
0.038147	-0.49563
0.038147	-0.48383
0.038147	-0.47207
0.038147	-0.46038
0.038147	-0.44846
0.038147	-0.43596
0.038147	-0.42442
0.038147	-0.41249
0.038147	-0.40002
0.038147	-0.38863
0.038147	-0.37689
0.038147	-0.36506
0.038147	-0.35297
0.038147	-0.34118
0.038147	-0.32900
0.038147	-0.31710
0.038147	-0.30482
0.038147	-0.29263
0.038147	-0.28083
0.038147	-0.26814
0.038147	-0.25693
0.038147	-0.24489
0.038147	-0.23322
0.038147	-0.22175
0.038147	-0.20984
0.038147	-0.19726
0.038147	-0.18440
0.038147	-0.17387
0.038147	-0.16152
0.038147	-0.15023
0.038147	-0.13836
0.038147	-0.12594
0.038147	-0.11349
0.038147	-0.10175
0.038147	-0.090234
0.038147	-0.078563
0.038147	-0.066501
0.038147	-0.053984
0.038147	-0.041704
0.038147	-0.030596
0.038147	-0.018563
0.26708	-0.0066671
1.2530	0.0017005
2.6787	0.012928
4.4282	0.024497
6.1215	0.036523
7.8414	0.048480
9.7073	0.060285
11.348	0.072126
13.060	0.084019
14.593	0.095957
16.201	0.10897
17.786	0.12082
19.304	0.13247
20.781	0.14439
22.096	0.15635
23.324	0.16764
24.659	0.17959
26.068	0.19154
27.619	0.20350
28.980	0.21585
30.362	0.22775
31.886	0.23965
33.359	0.25079
34.743	0.26295
36.238	0.27534
37.634	0.28724
38.901	0.29888
15.235	
