Force (N)	Déformation (mm)
	
0.00000	-0.28768
0.00000	-0.27535
0.00000	-0.26242
0.00000	-0.24988
0.00000	-0.23731
0.00000	-0.22542
0.00000	-0.21316
0.00000	-0.20042
0.00000	-0.18719
0.00000	-0.17476
0.00000	-0.16238
0.00000	-0.14930
0.00000	-0.13634
0.00000	-0.12427
0.00000	-0.11143
0.00000	-0.098776
0.00000	-0.086139
0.00000	-0.073102
0.00000	-0.060924
0.00000	-0.048240
0.00000	-0.036314
0.00000	-0.022993
0.46926	-0.010743
1.0269	0.00061933
1.4806	0.010157
2.1141	0.022862
2.7464	0.035553
3.3359	0.048714
3.9220	0.061151
4.4870	0.073918
5.0864	0.087080
5.5979	0.098576
6.1936	0.11193
6.7867	0.12425
7.4310	0.13640
7.9385	0.14895
8.5196	0.16218
9.1047	0.17547
9.6941	0.18741
10.141	0.19984
10.674	0.21200
11.203	0.22504
11.790	0.23764
12.367	0.25079
12.877	0.26293
13.432	0.27612
13.947	0.28835
14.437	0.30089
14.931	0.31342
15.379	0.32557
15.961	0.33840
16.490	0.35136
16.945	0.36361
17.404	0.37569
17.915	0.38935
18.387	0.40189
18.874	0.41468
19.369	0.42806
19.731	0.43990
20.168	0.45245
20.565	0.46489
20.987	0.47761
21.422	0.49044
21.861	0.50285
22.180	0.51526
22.585	0.52799
23.004	0.54071
23.373	0.55356
23.769	0.56644
24.092	0.57889
24.413	0.59113
24.843	0.60472
25.147	0.61644
25.457	0.62951
25.771	0.64122
26.105	0.65409
26.439	0.66701
26.754	0.67977
27.086	0.69253
27.345	0.70519
27.616	0.71786
27.888	0.73052
28.159	0.74318
28.429	0.75584
28.715	0.76785
28.965	0.78109
29.220	0.79277
29.393	0.80632
29.634	0.81852
29.910	0.83139
30.061	0.84457
30.316	0.85708
30.569	0.86958
30.680	0.88219
30.905	0.89483
31.087	0.90746
31.353	0.91963
31.538	0.93207
6.1035	
