Force (N)	Déformation (mm)
	-0.25686
0.00000	-0.24647
0.00000	-0.23165
0.00000	-0.21722
0.00000	-0.20223
0.00000	-0.18808
0.00000	-0.17338
0.00000	-0.15871
0.00000	-0.14379
0.00000	-0.12919
0.00000	-0.11434
0.00000	-0.098559
0.00000	-0.083667
0.00000	-0.069133
0.00000	-0.054118
0.00000	-0.039081
0.00000	-0.025477
0.50342	-0.010674
1.0258	-0.00010559
1.6508	0.012643
2.3539	0.027382
3.0539	0.042258
3.7450	0.056867
4.5242	0.071566
5.1929	0.086663
5.9431	0.10228
6.6253	0.11675
7.3258	0.13158
8.0182	0.14703
8.6493	0.16050
9.3368	0.17465
9.9506	0.18945
10.630	0.20449
11.251	0.21973
11.925	0.23460
12.594	0.24936
13.242	0.26401
13.928	0.27863
14.558	0.29379
15.214	0.30806
15.866	0.32309
16.487	0.33780
17.100	0.35250
17.675	0.36740
18.354	0.38210
18.948	0.39617
19.565	0.41094
20.150	0.42678
20.708	0.44155
21.319	0.45579
21.800	0.47088
22.349	0.48534
22.933	0.50011
23.372	0.51443
23.891	0.52954
24.441	0.54421
24.925	0.55910
25.409	0.57340
25.897	0.58819
26.417	0.60297
26.863	0.61796
27.361	0.63295
27.821	0.64779
28.256	0.66262
28.668	0.67728
29.135	0.69284
29.504	0.70641
29.870	0.72132
30.338	0.73613
30.750	0.75094
31.135	0.76575
31.486	0.78056
31.831	0.79559
32.175	0.81042
32.447	0.82557
32.782	0.84012
33.069	0.85510
33.360	0.86994
33.659	0.88389
33.945	0.89892
34.193	0.91439
34.460	0.92906
34.678	0.94370
34.940	0.95831
35.202	0.97297
35.452	0.98763
35.702	1.0023
35.973	1.0171
36.184	1.0319
36.386	1.0468
36.567	1.0612
36.800	1.0760
37.001	1.0908
37.178	1.1055
37.379	1.1203
37.651	1.1351
37.813	1.1499
37.979	1.1656
38.234	1.1802
0.16169	
