Force (N)	Déformation (mm)
	
-0.035802	-0.21446
-0.033456	-0.20256
-0.031109	-0.19054
-0.028762	-0.17904
-0.026415	-0.16689
-0.024068	-0.15526
-0.021721	-0.14312
-0.019374	-0.13157
-0.017027	-0.12017
-0.014680	-0.10762
-0.012333	-0.096394
-0.0099862	-0.083023
-0.0076393	-0.072251
-0.0052924	-0.059906
-0.0029454	-0.048281
-0.00059849	-0.035952
0.0017484	-0.024133
0.30584	-0.012630
0.98546	-0.00066465
1.4687	0.0084059
2.1324	0.020383
2.7857	0.032173
3.4296	0.043198
4.0859	0.055716
4.7528	0.067025
5.4936	0.078907
6.0198	0.090405
6.6844	0.10292
7.3307	0.11444
7.9366	0.12699
8.5710	0.13874
9.1611	0.15031
9.7345	0.16240
10.264	0.17457
10.878	0.18645
11.439	0.19798
12.038	0.20991
12.617	0.22153
13.238	0.23449
13.749	0.24588
14.258	0.25709
14.896	0.26999
15.361	0.28098
15.907	0.29386
16.402	0.30510
16.932	0.31754
17.420	0.32920
18.036	0.34065
18.557	0.35261
19.113	0.36485
19.619	0.37698
20.097	0.38793
20.573	0.40052
20.997	0.41228
21.464	0.42435
21.968	0.43624
22.466	0.44813
22.885	0.46042
23.350	0.47191
23.757	0.48401
24.132	0.49558
24.641	0.50788
25.041	0.51934
25.467	0.53141
25.832	0.54315
26.225	0.55495
26.602	0.56731
26.997	0.57860
27.359	0.59094
27.730	0.60285
28.016	0.61445
28.437	0.62613
28.706	0.63817
29.004	0.64973
29.365	0.66195
29.690	0.67460
30.025	0.68572
30.419	0.69698
30.664	0.70982
30.968	0.72114
31.228	0.73370
31.457	0.74535
31.791	0.75742
32.044	0.76863
32.300	0.78103
32.520	0.79281
32.767	0.80449
33.006	0.81647
33.260	0.82889
33.511	0.84104
33.671	0.85327
33.923	0.86459
34.133	0.87680
34.348	0.88809
34.523	0.90010
34.739	0.91228
34.917	0.92400
35.078	0.93569
	0.94848
