Force (N)	Déformation (mm)
	
-0.033155	-0.19907
-0.028157	-0.18958
-0.023159	-0.17958
0.00054137	-0.16987
0.025989	-0.16062
0.020079	-0.15026
0.014169	-0.14081
0.0082586	-0.13144
0.0023486	-0.12088
-0.0061261	-0.11118
-0.019131	-0.10178
-0.032135	-0.092088
-0.044399	-0.082248
-0.048738	-0.072237
-0.069098	-0.062036
-0.074455	-0.052702
-0.041136	-0.042367
-0.028101	-0.032997
-0.015067	-0.022834
0.30579	-0.013000
0.81898	-0.0031981
1.0569	0.0015508
1.6036	0.011245
2.1763	0.020895
2.7402	0.030067
3.2540	0.040816
3.7825	0.050029
4.3062	0.059837
4.8575	0.069609
5.4540	0.079337
5.9786	0.089410
6.5086	0.098963
6.9628	0.10819
7.6291	0.11848
8.1261	0.12791
8.6312	0.13785
9.0693	0.14844
9.6912	0.15807
10.085	0.16884
10.517	0.17741
11.004	0.18699
11.508	0.19716
11.976	0.20699
12.447	0.21691
12.891	0.22629
13.394	0.23620
13.832	0.24636
14.357	0.25602
14.810	0.26613
15.310	0.27515
15.707	0.28556
16.222	0.29566
16.631	0.30590
17.070	0.31545
17.599	0.32457
17.994	0.33501
18.374	0.34416
18.882	0.35478
19.345	0.36509
19.799	0.37472
20.238	0.38388
20.578	0.39332
20.991	0.40349
21.451	0.41345
21.831	0.42362
22.169	0.43248
22.545	0.44234
22.934	0.45215
23.322	0.46196
23.730	0.47193
24.080	0.48231
24.453	0.49190
24.751	0.50194
25.069	0.51128
25.444	0.52175
25.809	0.53179
26.118	0.54067
26.386	0.55082
26.772	0.56030
27.033	0.57076
27.380	0.58016
27.651	0.58961
27.975	0.59947
28.234	0.60937
28.523	0.61980
28.789	0.62967
29.046	0.63934
29.322	0.64906
29.581	0.65842
29.814	0.66837
30.185	0.67801
30.401	0.68736
30.699	0.69791
30.910	0.70798
31.152	0.71784
31.430	0.72767
31.639	0.73734
31.781	0.74663
0.086890	
