Force (N)	Déformation (mm)
	
-0.037251	-0.30285
-0.036354	-0.29618
-0.035456	-0.28909
-0.034559	-0.28243
-0.033661	-0.27656
-0.032764	-0.26858
-0.031866	-0.26191
-0.030968	-0.25523
-0.030071	-0.24909
-0.029173	-0.24054
-0.028276	-0.23481
-0.027378	-0.22810
-0.026481	-0.22201
-0.025583	-0.21409
-0.024686	-0.20738
-0.023788	-0.20067
-0.022891	-0.19475
-0.021993	-0.18681
-0.021096	-0.18013
-0.020198	-0.17346
-0.019301	-0.16718
-0.018403	-0.15994
-0.017506	-0.15298
-0.016608	-0.14650
-0.015711	-0.14023
-0.014813	-0.13242
-0.013916	-0.12562
-0.013018	-0.11896
-0.012121	-0.11223
-0.011223	-0.10522
-0.010326	-0.098388
-0.0094282	-0.092002
-0.0085307	-0.084688
-0.0076332	-0.077722
-0.0067357	-0.071084
-0.0058381	-0.064815
-0.0049406	-0.057620
-0.0040431	-0.050790
-0.0031456	-0.043961
-0.0022481	-0.037278
-0.0013506	-0.030073
-0.00045308	-0.022495
0.00044444	-0.015885
0.31833	-0.010133
0.76973	-0.0036497
1.0693	0.0016193
1.4242	0.0076660
1.9295	0.014290
2.3797	0.020532
2.9007	0.027778
3.3807	0.035023
3.8607	0.041330
4.3121	0.047998
4.7423	0.054270
5.1784	0.061609
5.6792	0.068169
6.1077	0.074419
6.6353	0.082342
7.0830	0.089218
7.6469	0.095387
8.0580	0.10190
8.5247	0.10915
8.9911	0.11589
9.4132	0.12353
9.8118	0.12913
10.347	0.13767
10.789	0.14430
11.230	0.15093
11.656	0.15684
12.102	0.16399
12.548	0.17098
12.980	0.17745
13.400	0.18427
13.860	0.19157
14.256	0.19816
14.736	0.20460
15.210	0.21119
15.583	0.21844
15.957	0.22524
16.403	0.23197
16.807	0.23920
17.275	0.24551
17.668	0.25277
18.115	0.25930
18.542	0.26671
18.929	0.27334
19.347	0.28022
19.753	0.28629
20.141	0.29331
20.509	0.30018
20.968	0.30767
21.287	0.31369
21.646	0.32070
21.987	0.32767
22.471	0.33503
22.710	0.34110
23.071	0.34815
23.473	0.35574
6.8044	
