Force (N)	Déformation (mm)
	
0.00000	-0.21784
0.00000	-0.20942
0.00000	-0.20101
0.00000	-0.19376
0.00000	-0.18501
0.00000	-0.17673
0.00000	-0.16847
0.00000	-0.16006
0.00000	-0.15124
0.00000	-0.14297
0.00000	-0.13539
0.00000	-0.12619
0.00000	-0.11805
0.00000	-0.11002
0.00000	-0.10111
0.00000	-0.092933
0.00000	-0.085610
0.00000	-0.076708
0.00000	-0.068120
0.00000	-0.060371
0.00000	-0.051543
0.00000	-0.043181
0.00000	-0.035145
0.00000	-0.026806
0.00000	-0.018005
0.39351	-0.0094974
0.89682	-0.0022251
1.0928	0.0029237
1.6496	0.011049
2.1751	0.018919
2.7267	0.026910
3.2370	0.035257
3.7229	0.043604
4.2199	0.051991
4.7465	0.060565
5.2668	0.069051
5.7879	0.076981
6.2884	0.085484
6.7884	0.094148
7.3171	0.10206
7.8239	0.11012
8.4063	0.11902
8.8506	0.12714
9.4176	0.13507
9.9215	0.14368
10.378	0.15202
10.835	0.16043
11.391	0.16855
11.898	0.17727
12.398	0.18489
12.961	0.19412
13.409	0.20224
13.821	0.21039
14.393	0.21917
14.872	0.22739
15.352	0.23534
15.870	0.24345
16.247	0.25265
16.781	0.26015
17.122	0.26900
17.619	0.27664
18.056	0.28542
18.464	0.29337
19.103	0.30213
19.423	0.31037
19.903	0.31837
20.316	0.32776
20.727	0.33566
21.082	0.34314
21.587	0.35186
22.035	0.36051
22.413	0.36900
22.832	0.37715
23.152	0.38572
23.575	0.39404
23.946	0.40207
24.320	0.41004
24.745	0.41923
25.073	0.42607
25.438	0.43570
25.847	0.44364
26.175	0.45201
26.517	0.46042
26.868	0.46825
27.297	0.47675
27.589	0.48487
27.910	0.49383
28.275	0.50213
28.575	0.51062
28.939	0.51907
29.294	0.52752
29.594	0.53546
29.895	0.54368
30.196	0.55183
30.549	0.56026
30.910	0.56882
31.144	0.57738
31.442	0.58573
11.504	
