Force (N)	Déformation (mm)
	
-0.037455	-0.36425
-0.036762	-0.35637
-0.036070	-0.34865
-0.035377	-0.34128
-0.034684	-0.33373
-0.033991	-0.32610
-0.033298	-0.31855
-0.032606	-0.31083
-0.031913	-0.30330
-0.031220	-0.29553
-0.030527	-0.28777
-0.029834	-0.27941
-0.029142	-0.27185
-0.028449	-0.26429
-0.027756	-0.25712
-0.027063	-0.24905
-0.026370	-0.24140
-0.025677	-0.23396
-0.024985	-0.22680
-0.024292	-0.21812
-0.023599	-0.21064
-0.022906	-0.20326
-0.022213	-0.19533
-0.021521	-0.18791
-0.020828	-0.18053
-0.020135	-0.17246
-0.019442	-0.16466
-0.018749	-0.15691
-0.018056	-0.14974
-0.017364	-0.14123
-0.016671	-0.13359
-0.015978	-0.12648
-0.015285	-0.11875
-0.014592	-0.11094
-0.013900	-0.10312
-0.013207	-0.096236
-0.012514	-0.088176
-0.011821	-0.080542
-0.011128	-0.072819
-0.010436	-0.065039
-0.0097427	-0.057243
-0.0090499	-0.049537
-0.0083571	-0.041813
-0.0076643	-0.033803
-0.0069715	-0.025725
-0.0062787	-0.018674
0.29873	-0.011057
0.76447	-0.0036375
1.0958	0.0016718
1.3822	0.0066929
1.8911	0.015322
2.3471	0.022792
2.8345	0.030862
3.2766	0.037952
3.8158	0.046006
4.3060	0.053792
4.7856	0.061043
5.2179	0.068561
5.7194	0.076195
6.1929	0.083835
6.6203	0.091112
7.1101	0.099971
7.6530	0.10738
8.0560	0.11490
8.4648	0.12277
8.9796	0.12982
9.3454	0.13817
9.8295	0.14524
10.292	0.15301
10.671	0.16072
11.081	0.16884
11.545	0.17596
11.994	0.18358
12.473	0.19239
12.900	0.19946
13.310	0.20687
13.736	0.21444
14.130	0.22218
14.531	0.23047
14.923	0.23782
15.416	0.24599
15.747	0.25321
16.225	0.26127
16.640	0.26892
16.976	0.27618
17.312	0.28307
17.730	0.29171
18.091	0.30003
18.484	0.30608
18.977	0.31438
19.310	0.32219
19.683	0.33027
20.010	0.33754
20.347	0.34547
20.765	0.35281
21.094	0.36044
21.464	0.36929
21.788	0.37572
0.053410	
