Force (N)	Déformation (mm)
	
0.00000	-0.61114
0.00000	-0.59573
0.00000	-0.57951
0.00000	-0.56365
0.00000	-0.54657
0.00000	-0.53045
0.00000	-0.51463
0.00000	-0.49781
0.00000	-0.48171
0.00000	-0.46544
0.00000	-0.44879
0.00000	-0.43379
0.00000	-0.41722
0.00000	-0.40056
0.00000	-0.38409
0.00000	-0.36764
0.00000	-0.35197
0.00000	-0.33528
0.00000	-0.31977
0.00000	-0.30314
0.00000	-0.28697
0.00000	-0.27131
0.00000	-0.25385
0.00000	-0.23843
0.00000	-0.22180
0.00000	-0.20594
0.00000	-0.19027
0.00000	-0.17298
0.00000	-0.15732
0.00000	-0.14074
0.00000	-0.12485
0.00000	-0.10919
0.00000	-0.091853
0.00000	-0.075716
0.00000	-0.060034
0.00000	-0.043776
0.28257	-0.027802
0.68314	-0.010671
1.0180	0.00093816
1.3502	0.016714
1.7934	0.031995
2.1971	0.048565
2.5797	0.064015
2.9182	0.080399
3.3015	0.097031
3.6830	0.11303
4.0648	0.12960
4.4631	0.14534
4.7329	0.16146
5.1498	0.17896
5.4941	0.19525
5.8113	0.21087
6.2207	0.22737
6.5943	0.24353
6.9489	0.25926
7.3641	0.27604
7.6367	0.29140
7.9731	0.30795
8.3154	0.32400
8.5905	0.34092
8.9170	0.35691
9.2290	0.37286
9.5268	0.38920
9.8203	0.40526
10.111	0.42161
10.399	0.43812
10.682	0.45435
11.028	0.47098
11.297	0.48716
11.567	0.50322
11.842	0.51916
12.058	0.53512
12.296	0.55190
12.529	0.56736
12.841	0.58434
13.061	0.59995
13.294	0.61620
13.527	0.63349
13.760	0.64959
13.989	0.66555
14.209	0.68145
14.428	0.69734
14.648	0.71426
14.867	0.73035
15.072	0.74666
15.276	0.76293
15.464	0.77910
15.639	0.79527
15.813	0.81145
15.988	0.82761
16.163	0.84320
16.290	0.85984
16.471	0.87609
16.654	0.89236
16.819	0.90859
16.983	0.92492
17.082	0.94022
17.217	0.95669
0.013785	
