Force (N)	Déformation (mm)
	
-0.037133	-0.55221
-0.036118	-0.53852
-0.035103	-0.52525
-0.034088	-0.51124
-0.033073	-0.49661
-0.032058	-0.48312
-0.031043	-0.46836
-0.030028	-0.45505
-0.029014	-0.44114
-0.027999	-0.42770
-0.026984	-0.41391
-0.025969	-0.40029
-0.024954	-0.38582
-0.023939	-0.37214
-0.022924	-0.35782
-0.021909	-0.34422
-0.020894	-0.32933
-0.019879	-0.31578
-0.018864	-0.30125
-0.017849	-0.28813
-0.016834	-0.27305
-0.015820	-0.25964
-0.014805	-0.24517
-0.013790	-0.23159
-0.012775	-0.21754
-0.011760	-0.20378
-0.010745	-0.19018
-0.0097300	-0.17576
-0.0087150	-0.16216
-0.0077001	-0.14679
-0.0066852	-0.13375
-0.0056703	-0.11980
-0.0046553	-0.10589
-0.0036404	-0.091869
-0.0026255	-0.078025
-0.0016106	-0.063878
-0.00059564	-0.050117
0.0069745	-0.035980
0.34933	-0.022162
0.77498	-0.0092109
0.98729	0.0012942
1.2645	0.014757
1.6201	0.028682
2.0581	0.042642
2.3999	0.056326
2.7416	0.070004
3.0518	0.084603
3.3500	0.099180
3.6890	0.11269
4.0280	0.12524
4.3670	0.14071
4.6993	0.15365
5.0185	0.16787
5.3084	0.18240
5.6328	0.19631
5.9576	0.21016
6.2773	0.22420
6.5970	0.23786
6.9168	0.25244
7.2349	0.26595
7.5369	0.27975
7.8386	0.29459
8.1402	0.30815
8.4350	0.32181
8.7202	0.33625
9.0054	0.35012
9.2905	0.36348
9.5757	0.37772
9.8617	0.39180
10.142	0.40636
10.394	0.41961
10.647	0.43351
10.897	0.44813
11.145	0.46193
11.394	0.47559
11.642	0.48955
11.890	0.50352
12.116	0.51748
12.326	0.53145
12.547	0.54541
12.768	0.55979
12.990	0.57358
13.215	0.58763
13.441	0.60127
13.666	0.61551
13.892	0.62906
14.108	0.64299
14.318	0.65693
14.458	0.67088
14.624	0.68573
14.803	0.69953
14.982	0.71295
15.160	0.72690
15.339	0.74085
15.518	0.75462
15.653	0.76942
15.879	0.78327
16.048	0.79736
0.015728	
