Force (N)	Déformation (mm)
	
-0.037018	-0.60084
-0.035888	-0.58540
-0.034757	-0.56807
-0.033627	-0.55254
-0.032497	-0.53537
-0.031367	-0.51892
-0.030237	-0.50320
-0.029107	-0.48656
-0.027976	-0.47005
-0.026846	-0.45377
-0.025716	-0.43764
-0.024586	-0.42128
-0.023456	-0.40435
-0.022326	-0.38847
-0.021196	-0.37179
-0.020065	-0.35522
-0.018935	-0.33879
-0.017805	-0.32227
-0.016675	-0.30610
-0.015545	-0.28938
-0.014415	-0.27341
-0.013285	-0.25634
-0.012154	-0.24045
-0.011024	-0.22438
-0.0098941	-0.20772
-0.0087639	-0.19081
-0.0076338	-0.17441
-0.0065036	-0.15785
-0.0053735	-0.14178
-0.0042433	-0.12503
-0.0031132	-0.10852
-0.0019830	-0.092854
-0.00085286	-0.076677
0.00027729	-0.059822
0.27070	-0.043934
0.52915	-0.026765
0.78462	-0.010226
1.0358	0.0023222
1.2968	0.018503
1.5409	0.034599
1.8009	0.051396
2.0655	0.067515
2.3301	0.084646
2.5947	0.10144
2.8593	0.11650
3.1459	0.13320
3.4006	0.15065
3.6554	0.16631
3.9101	0.18303
4.1646	0.19958
4.4168	0.21587
4.6690	0.23186
4.8722	0.24870
5.1106	0.26547
5.3489	0.28101
5.5844	0.29803
5.8192	0.31451
6.0541	0.33081
6.2896	0.34787
6.5217	0.36328
6.7214	0.38013
6.9337	0.39687
7.1357	0.41284
7.4239	0.42935
7.6183	0.44574
7.8127	0.46248
8.0118	0.47863
8.2129	0.49536
8.4140	0.51167
8.6151	0.52765
8.8417	0.54480
9.0464	0.56061
9.2207	0.57649
9.3949	0.59365
9.5778	0.60949
9.7612	0.62569
9.9445	0.64312
10.128	0.65945
10.297	0.67539
10.458	0.69240
10.619	0.70877
10.779	0.72447
10.940	0.74105
11.101	0.75744
11.255	0.77384
11.407	0.79023
11.559	0.80690
11.712	0.82335
11.725	0.83931
11.858	0.85583
11.992	0.87185
12.125	0.88866
12.254	0.90614
12.382	0.92182
12.510	0.93792
12.637	0.95434
12.765	0.97074
12.885	0.98714
4.0777	
