Force (N)	Déformation (mm)
	
0.00000	-0.27373
0.00000	-0.26472
0.00000	-0.25528
0.00000	-0.24605
0.00000	-0.23653
0.00000	-0.22743
0.00000	-0.21876
0.00000	-0.20951
0.00000	-0.20032
0.00000	-0.19078
0.00000	-0.18133
0.00000	-0.17238
0.00000	-0.16274
0.00000	-0.15373
0.00000	-0.14499
0.00000	-0.13463
0.00000	-0.12543
0.00000	-0.11735
0.00000	-0.10764
0.00000	-0.098499
0.00000	-0.089185
0.00000	-0.080147
0.00000	-0.070289
0.00000	-0.060747
0.00000	-0.051168
0.00000	-0.042258
0.00000	-0.033901
0.27495	-0.023762
0.54681	-0.014914
0.80581	-0.0058641
1.0180	0.0012943
1.3016	0.0099743
1.5567	0.018041
1.8281	0.027563
2.1335	0.037811
2.4300	0.045482
2.7127	0.055631
2.9705	0.065585
3.2221	0.074200
3.5793	0.084154
3.8502	0.092428
4.1211	0.10228
4.3802	0.11106
4.6433	0.12065
4.9549	0.12917
5.2639	0.13880
5.5241	0.14862
5.7843	0.15731
6.0622	0.16745
6.3404	0.17633
6.6421	0.18605
6.9523	0.19443
7.1681	0.20342
7.4123	0.21306
7.6966	0.22245
7.9713	0.23161
8.2449	0.24091
8.5116	0.25004
8.7724	0.25870
9.0094	0.26923
9.1926	0.27751
9.4465	0.28667
9.7171	0.29694
9.9865	0.30553
10.213	0.31457
10.453	0.32486
10.688	0.33414
10.922	0.34250
11.188	0.35221
11.419	0.36198
11.649	0.37028
11.880	0.37944
12.110	0.38953
12.342	0.39817
12.485	0.40779
12.709	0.41671
12.927	0.42628
13.140	0.43495
13.358	0.44465
13.509	0.45422
13.724	0.46363
13.909	0.47234
14.079	0.48244
14.282	0.49101
14.468	0.50080
14.654	0.50994
14.850	0.51931
15.045	0.52781
15.243	0.53793
15.428	0.54813
15.595	0.55575
15.760	0.56592
15.910	0.57477
16.072	0.58360
16.245	0.59266
16.404	0.60191
16.555	0.61123
16.743	0.62031
7.6436	
