Force (N)	Déformation (mm)
	
0.00000	-0.57094
0.00000	-0.56028
0.00000	-0.55032
0.00000	-0.53910
0.00000	-0.52944
0.00000	-0.51826
0.00000	-0.50746
0.00000	-0.49737
0.00000	-0.48661
0.00000	-0.47613
0.00000	-0.46618
0.00000	-0.45450
0.00000	-0.44403
0.00000	-0.43406
0.00000	-0.42333
0.00000	-0.41325
0.00000	-0.40176
0.00000	-0.39132
0.00000	-0.38099
0.00000	-0.37021
0.00000	-0.35982
0.00000	-0.34925
0.00000	-0.33821
0.00000	-0.32794
0.00000	-0.31715
0.00000	-0.30686
0.00000	-0.29600
0.00000	-0.28516
0.00000	-0.27523
0.00000	-0.26434
0.00000	-0.25407
0.00000	-0.24300
0.00000	-0.23250
0.00000	-0.22189
0.00000	-0.21204
0.00000	-0.20076
0.00000	-0.19033
0.00000	-0.17907
0.00000	-0.16875
0.00000	-0.15875
0.00000	-0.14809
0.00000	-0.13666
0.00000	-0.12613
0.00000	-0.11602
0.00000	-0.10585
0.00000	-0.094914
0.00000	-0.084107
0.00000	-0.073542
0.00000	-0.063427
0.00000	-0.052339
0.11298	-0.042255
0.31490	-0.031435
0.51682	-0.020852
0.71874	-0.010688
0.92066	-0.00026632
1.1160	0.0064206
1.3278	0.016085
1.5474	0.027475
1.7660	0.038241
1.9847	0.048871
2.2034	0.059095
2.4260	0.069649
2.6708	0.080446
2.8496	0.090318
3.0677	0.10074
3.2857	0.11206
3.5036	0.12191
3.7179	0.13342
3.9323	0.14356
4.1474	0.15459
4.3642	0.16503
4.5810	0.17505
4.7978	0.18639
5.0054	0.19671
5.2127	0.20699
5.4177	0.21780
5.6148	0.22908
5.8119	0.23911
6.0089	0.24957
6.1885	0.26007
6.4407	0.27096
6.5984	0.28167
6.7881	0.29233
6.9779	0.30242
7.1711	0.31244
7.4048	0.32389
7.5829	0.33384
7.7610	0.34503
7.9392	0.35568
8.1173	0.36536
8.3073	0.37704
8.4986	0.38796
8.6804	0.39804
8.8556	0.40795
9.0354	0.41838
9.2259	0.42940
9.3324	0.44026
9.4745	0.45049
3.9672	
