Force (N)	Déformation (mm)
	
-0.037363	-0.40148
-0.036578	-0.39404
-0.035793	-0.38696
-0.035008	-0.37980
-0.034223	-0.37391
-0.033437	-0.36460
-0.032652	-0.35864
-0.031867	-0.35175
-0.031082	-0.34469
-0.030297	-0.33736
-0.029512	-0.33015
-0.028726	-0.32315
-0.027941	-0.31587
-0.027156	-0.30847
-0.026371	-0.30146
-0.025586	-0.29469
-0.024801	-0.28660
-0.024016	-0.27961
-0.023230	-0.27262
-0.022445	-0.26590
-0.021660	-0.25878
-0.020875	-0.25107
-0.020090	-0.24423
-0.019305	-0.23750
-0.018519	-0.22895
-0.017734	-0.22194
-0.016949	-0.21630
-0.016164	-0.20888
-0.015379	-0.20162
-0.014594	-0.19439
-0.013808	-0.18737
-0.013023	-0.18005
-0.012238	-0.17291
-0.011453	-0.16562
-0.010668	-0.15880
-0.0098827	-0.15082
-0.0090976	-0.14393
-0.0083124	-0.13705
-0.0075273	-0.13031
-0.0067421	-0.12316
-0.0059569	-0.11587
-0.0051718	-0.10897
-0.0043866	-0.10145
-0.0036015	-0.094376
-0.0028163	-0.087287
-0.0020312	-0.079680
-0.0012460	-0.072451
-0.00046085	-0.065933
-0.0064284	-0.058134
-0.021984	-0.051764
-0.037540	-0.043727
-0.038197	-0.037656
-0.030995	-0.029823
-0.023793	-0.023735
-0.016590	-0.015558
0.16715	-0.0089406
0.83780	-0.0014308
0.98460	0.00032559
1.6060	0.0065750
2.2851	0.014215
3.0093	0.021874
3.6091	0.028558
4.3589	0.035977
5.0694	0.043107
5.7426	0.050237
6.4129	0.056894
7.0865	0.063995
7.7835	0.070670
8.4863	0.078841
9.0176	0.085718
9.7713	0.092594
10.329	0.10076
10.938	0.10679
11.657	0.11391
12.247	0.12125
12.990	0.12850
13.455	0.13624
14.296	0.14314
14.822	0.15020
15.523	0.15734
16.161	0.16449
16.760	0.17134
17.469	0.17887
18.085	0.18502
18.711	0.19339
19.478	0.20021
20.075	0.20756
20.639	0.21414
21.271	0.22134
21.891	0.22895
22.529	0.23643
23.089	0.24322
23.684	0.25059
24.332	0.25757
24.937	0.26436
25.516	0.27178
26.140	0.27893
26.692	0.28651
0.12396	
