Force (N)	Déformation (mm)
	
-0.037458	-0.41695
-0.036767	-0.40948
-0.036077	-0.40233
-0.035386	-0.39514
-0.034696	-0.38757
-0.034005	-0.38026
-0.033315	-0.37303
-0.032624	-0.36634
-0.031934	-0.35780
-0.031243	-0.35051
-0.030553	-0.34323
-0.029862	-0.33695
-0.029172	-0.32891
-0.028481	-0.32179
-0.027791	-0.31476
-0.027100	-0.30700
-0.026410	-0.29948
-0.025720	-0.29237
-0.025029	-0.28546
-0.024339	-0.27813
-0.023648	-0.26977
-0.022958	-0.26326
-0.022267	-0.25542
-0.021577	-0.24820
-0.020886	-0.24101
-0.020196	-0.23360
-0.019505	-0.22643
-0.018815	-0.21903
-0.018124	-0.21202
-0.017434	-0.20456
-0.016743	-0.19664
-0.016053	-0.18853
-0.015362	-0.18167
-0.014672	-0.17464
-0.013981	-0.16738
-0.013291	-0.16017
-0.012600	-0.15289
-0.011910	-0.14507
-0.011219	-0.13761
-0.010529	-0.13058
-0.0098385	-0.12421
-0.0091480	-0.11617
-0.0084576	-0.10815
-0.0077671	-0.10136
-0.0070766	-0.093994
-0.0063861	-0.086371
-0.0056956	-0.078970
-0.0050052	-0.071648
-0.0043147	-0.064836
-0.0036242	-0.057627
-0.0029337	-0.049833
-0.0022433	-0.042894
-0.0015528	-0.034773
-0.00086230	-0.027635
-0.00017182	-0.020167
0.073876	-0.013358
0.58137	-0.0054956
1.0877	0.00020928
1.3933	0.0056610
1.9282	0.012290
2.6381	0.020188
3.2244	0.027393
3.8108	0.034417
4.4799	0.041871
5.1039	0.049301
5.6577	0.056732
6.2720	0.063601
6.9913	0.071577
7.5858	0.078198
8.2954	0.086351
8.8086	0.093084
9.4882	0.10004
10.022	0.10811
10.606	0.11531
11.202	0.12244
11.831	0.12991
12.357	0.13761
12.861	0.14493
13.568	0.15204
14.131	0.15956
14.625	0.16752
15.245	0.17434
15.818	0.18135
16.427	0.18957
16.912	0.19639
17.441	0.20339
17.963	0.21084
18.581	0.21875
19.093	0.22538
19.644	0.23283
20.238	0.24059
20.829	0.24767
21.272	0.25525
21.871	0.26263
22.401	0.26924
22.890	0.27736
23.378	0.28435
23.891	0.29237
0.076294	
