Force (N)	Déformation (mm)
	
0.00000	-0.18880
0.00000	-0.18499
0.00000	-0.18015
0.00000	-0.17554
0.00000	-0.17064
0.00000	-0.16581
0.00000	-0.16181
0.00000	-0.15656
0.00000	-0.15192
0.00000	-0.14727
0.00000	-0.14188
0.00000	-0.13720
0.00000	-0.13282
0.00000	-0.12735
0.00000	-0.12216
0.00000	-0.11744
0.00000	-0.11272
0.00000	-0.10878
0.00000	-0.10284
0.00000	-0.097929
0.00000	-0.093176
0.00000	-0.088423
0.00000	-0.083670
0.00000	-0.079686
0.00000	-0.074332
0.00000	-0.069344
0.00000	-0.064658
0.00000	-0.059972
0.00000	-0.055619
0.00000	-0.049873
0.00000	-0.044792
0.00000	-0.040153
0.00000	-0.035593
0.00000	-0.031013
0.00000	-0.026563
0.00000	-0.021355
0.00000	-0.016172
0.00000	-0.011477
0.26535	-0.0067816
0.73594	-0.0022363
1.0881	-0.00035341
1.1544	0.0020011
1.8803	0.0075668
2.3583	0.011858
2.8523	0.016321
3.4467	0.021524
3.9422	0.026614
4.5148	0.031491
5.0425	0.035940
5.6050	0.041003
6.1758	0.046458
6.6675	0.050277
7.2110	0.054807
7.9126	0.060897
8.4721	0.065550
9.0316	0.070203
9.5911	0.074856
10.059	0.079384
10.663	0.084394
11.291	0.090042
11.837	0.094889
12.450	0.099449
12.895	0.10356
13.447	0.10821
14.123	0.11319
14.700	0.11833
15.240	0.12355
15.792	0.12812
16.313	0.13252
16.833	0.13722
17.462	0.14199
17.937	0.14679
18.505	0.15165
19.099	0.15727
19.684	0.16119
20.261	0.16640
20.736	0.17114
21.291	0.17629
21.848	0.18129
22.353	0.18593
22.934	0.19040
23.480	0.19633
24.032	0.19990
24.617	0.20518
25.156	0.20978
25.719	0.21425
26.271	0.21937
26.741	0.22482
27.284	0.22974
27.829	0.23436
28.216	0.23864
28.848	0.24374
29.475	0.24891
29.874	0.25391
30.358	0.25895
30.919	0.26367
31.320	0.26764
31.887	0.27291
0.93526	
