Force (N)	Déformation (mm)
	-0.42024
-0.036430	-0.41696
-0.034711	-0.40927
-0.032991	-0.40172
-0.031272	-0.39450
-0.029552	-0.38742
-0.027832	-0.37920
-0.026113	-0.37179
-0.024393	-0.36464
-0.022674	-0.35604
-0.020954	-0.34812
-0.019235	-0.34053
-0.017515	-0.33378
-0.015795	-0.32591
-0.014076	-0.31848
-0.012356	-0.31122
-0.010637	-0.30339
-0.0089172	-0.29570
-0.0071977	-0.28837
-0.0054781	-0.28089
-0.0037585	-0.27272
-0.0020390	-0.26542
-0.00031943	-0.25870
0.0014001	-0.24984
0.0031197	-0.24233
0.0048393	-0.23525
0.0052487	-0.22794
0.0055176	-0.22018
0.0057866	-0.21240
0.0060555	-0.20469
0.0063245	-0.19719
0.0065935	-0.18980
0.0068624	-0.18186
0.0071314	-0.17476
0.0074003	-0.16630
0.0076693	-0.15892
0.0079382	-0.15178
0.0082072	-0.14392
0.0084762	-0.13614
0.0087451	-0.12866
0.0090141	-0.12130
0.0092830	-0.11271
0.0095520	-0.10514
0.0098210	-0.098548
0.010090	-0.090343
0.010359	-0.083396
0.010628	-0.075278
0.010897	-0.068352
0.011166	-0.060347
0.011435	-0.052678
0.011704	-0.045062
0.011973	-0.037071
0.012242	-0.030210
0.012511	-0.022146
0.012779	-0.015045
0.44792	-0.0070169
1.0751	-0.00045172
1.4196	0.0043172
2.1015	0.011557
2.9495	0.019755
3.6768	0.027215
4.4042	0.034675
5.1103	0.041948
5.8943	0.049488
6.6828	0.057450
7.3460	0.064914
8.0934	0.072470
8.8981	0.080765
9.5783	0.088222
10.303	0.095708
11.022	0.10355
11.655	0.11017
12.397	0.11781
13.109	0.12569
13.840	0.13290
14.527	0.14013
15.242	0.14871
15.915	0.15623
16.671	0.16377
17.436	0.17048
18.171	0.17923
18.879	0.18688
19.612	0.19446
20.281	0.20154
21.014	0.21001
21.613	0.21704
22.288	0.22412
22.923	0.23158
23.574	0.24011
24.236	0.24716
24.898	0.25486
25.609	0.26197
26.289	0.26952
26.940	0.27795
27.674	0.28497
28.273	0.29284
28.928	0.30047
29.540	0.30809
30.160	0.31572
1.3511	
