Force (N)	Déformation (mm)
	
0.00015732	-0.33829
0.00031497	-0.33239
0.00047262	-0.32692
0.00063027	-0.32107
0.00078792	-0.31559
0.00094557	-0.31067
0.0011032	-0.30354
0.0012609	-0.29795
0.0014185	-0.29223
0.0015762	-0.28600
0.0017338	-0.28053
0.0018915	-0.27463
0.0020491	-0.26874
0.0022068	-0.26255
0.0023644	-0.25703
0.0025221	-0.25096
0.0026797	-0.24520
0.0028374	-0.23944
0.0029950	-0.23316
0.0031527	-0.22774
0.0033103	-0.22161
0.0034680	-0.21621
0.0036256	-0.21066
0.0037833	-0.20475
0.0039409	-0.19818
0.0040986	-0.19183
0.0042562	-0.18622
0.0044139	-0.18064
0.0045715	-0.17525
0.0047292	-0.16869
0.0048868	-0.16320
0.0050445	-0.15751
0.0052021	-0.15142
0.0053598	-0.14533
0.0055174	-0.13998
0.0056751	-0.13468
0.0058327	-0.12833
0.0059904	-0.12296
0.0061480	-0.11561
0.0063057	-0.11042
0.0064633	-0.10424
0.0066210	-0.098979
0.0067786	-0.093190
0.0069363	-0.086432
0.0070939	-0.080627
0.0072516	-0.074822
0.0074092	-0.069837
0.0075669	-0.062971
0.0077245	-0.056567
0.0078822	-0.051075
0.0080398	-0.046159
0.0081975	-0.040578
0.0083551	-0.033821
0.0085128	-0.027996
0.0086704	-0.022142
0.0088281	-0.017148
0.10728	-0.011422
0.56973	-0.0046045
1.0457	-0.00022637
1.1353	0.0014635
1.5909	0.0073818
2.1228	0.013456
2.6096	0.019273
3.0655	0.025282
3.6379	0.030576
4.1622	0.037122
4.6948	0.042568
5.1988	0.048162
5.7353	0.054423
6.3448	0.060087
6.8243	0.066579
7.3765	0.071955
7.8991	0.077413
8.5940	0.084418
9.0457	0.089674
9.6154	0.095045
10.221	0.10218
10.721	0.10780
11.220	0.11302
11.697	0.11829
12.296	0.12523
12.804	0.13045
13.336	0.13730
13.871	0.14290
14.348	0.14848
14.815	0.15440
15.330	0.16036
15.852	0.16576
16.410	0.17179
16.927	0.17747
17.364	0.18332
17.847	0.18903
18.370	0.19475
18.787	0.20050
19.369	0.20748
19.792	0.21332
20.265	0.21908
20.738	0.22485
0.39334	
