Force (N)	Déformation (mm)
	
0.036761	-0.31609
0.035372	-0.31264
0.033983	-0.30622
0.032594	-0.30122
0.031205	-0.29628
0.029816	-0.29132
0.028427	-0.28688
0.027037	-0.28077
0.025648	-0.27545
0.024259	-0.27049
0.022870	-0.26558
0.021481	-0.26084
0.020092	-0.25480
0.018703	-0.24996
0.017314	-0.24493
0.015925	-0.23923
0.014536	-0.23492
0.013147	-0.22961
0.011757	-0.22365
0.010368	-0.21854
0.0089792	-0.21342
0.0075901	-0.20899
0.0062010	-0.20276
0.0048119	-0.19796
0.0034228	-0.19285
0.0020337	-0.18772
0.00064462	-0.18290
-0.00074447	-0.17777
-0.0021336	-0.17258
-0.0018760	-0.16723
-0.00094684	-0.16233
-0.000017640	-0.15720
0.00091157	-0.15241
0.0018408	-0.14626
0.0027700	-0.14167
0.0036992	-0.13583
0.0046284	-0.13096
0.0055576	-0.12638
0.0064868	-0.12072
0.0074160	-0.11527
0.0083452	-0.11069
0.0092744	-0.10532
0.010204	-0.10071
0.011133	-0.095483
0.012062	-0.089217
0.012991	-0.084214
0.013920	-0.079306
0.014850	-0.074305
0.015779	-0.068847
0.016708	-0.063715
0.017637	-0.058584
0.018566	-0.053453
0.019496	-0.048954
0.020425	-0.043773
0.021354	-0.037550
0.022283	-0.032148
0.023212	-0.026782
0.024142	-0.022709
0.025071	-0.017837
0.21593	-0.012272
0.49463	-0.0067810
0.90570	-0.0014039
1.0750	0.0018424
1.3402	0.0049322
1.7093	0.0094964
2.1746	0.015007
2.6455	0.019578
3.0579	0.025390
3.4724	0.030134
3.8492	0.035377
4.3970	0.040930
4.7936	0.045713
5.2079	0.050412
5.6162	0.055812
6.0081	0.062055
6.5586	0.067364
6.9937	0.072049
7.3805	0.076507
7.8422	0.082322
8.3066	0.087842
8.7538	0.092915
9.1621	0.097664
9.5673	0.10281
10.048	0.10909
10.446	0.11299
10.881	0.11783
11.332	0.12370
11.772	0.12835
12.193	0.13398
12.604	0.13914
13.004	0.14386
13.491	0.14989
13.866	0.15422
14.380	0.15955
14.713	0.16536
15.116	0.17038
15.608	0.17555
16.083	0.18072
0.042706	
