Force (N)	Déformation (mm)
	
0.0010825	-0.16833
0.0021680	-0.16469
0.0032536	-0.16009
0.0043391	-0.15598
0.0054247	-0.15164
0.0065102	-0.14720
0.0075958	-0.14317
0.0086813	-0.14007
0.0097669	-0.13456
0.010852	-0.13069
0.011938	-0.12618
0.013024	-0.12115
0.014109	-0.11758
0.015195	-0.11352
0.016280	-0.10892
0.017366	-0.10379
0.018451	-0.099668
0.019537	-0.095272
0.020622	-0.090711
0.021708	-0.087324
0.022793	-0.082666
0.023879	-0.077837
0.024965	-0.073171
0.026050	-0.068750
0.027136	-0.064329
0.028221	-0.060557
0.029307	-0.056184
0.030392	-0.051544
0.031478	-0.046954
0.032563	-0.042603
0.033649	-0.038769
0.034734	-0.034509
0.035820	-0.029905
0.036906	-0.024829
0.037991	-0.020355
0.039077	-0.016280
0.14584	-0.012142
0.36876	-0.0080399
0.70777	-0.0038472
1.0239	0.00022328
1.1721	0.0025282
1.4160	0.0061393
1.8137	0.010555
2.1359	0.015295
2.4589	0.018615
2.7983	0.022686
3.2153	0.027918
3.5347	0.031413
3.9276	0.035998
4.2717	0.040384
4.5504	0.044600
4.9188	0.048805
5.3830	0.053640
5.7331	0.058495
6.1194	0.063454
6.4962	0.067306
6.8709	0.071389
7.2389	0.075310
7.6909	0.080040
8.0870	0.084338
8.4789	0.088693
8.9793	0.093428
9.3352	0.097285
9.6894	0.10166
10.104	0.10628
10.554	0.11069
10.911	0.11501
11.412	0.11960
11.763	0.12377
12.151	0.12741
12.552	0.13202
12.960	0.13666
13.384	0.14158
13.911	0.14594
14.257	0.14993
14.603	0.15392
15.008	0.15811
15.424	0.16267
15.905	0.16744
16.255	0.17130
16.757	0.17647
17.157	0.17997
17.520	0.18405
17.908	0.18913
18.330	0.19353
18.699	0.19760
18.999	0.20188
19.408	0.20627
19.852	0.21020
20.313	0.21556
20.699	0.22006
21.023	0.22400
21.571	0.22821
21.927	0.23246
22.283	0.23717
22.689	0.24191
23.050	0.24574
23.451	0.25011
	0.25436
