Force (N)	Déformation (mm)
	
0.00000	-0.55028
0.00000	-0.54160
0.00000	-0.53311
0.00000	-0.52450
0.00000	-0.51560
0.00000	-0.50672
0.00000	-0.49848
0.00000	-0.48826
0.00000	-0.47975
0.00000	-0.47158
0.00000	-0.46230
0.00000	-0.45329
0.00000	-0.44502
0.00000	-0.43567
0.00000	-0.42732
0.00000	-0.41843
0.00000	-0.40961
0.00000	-0.40074
0.00000	-0.39190
0.00000	-0.38317
0.00000	-0.37430
0.00000	-0.36584
0.00000	-0.35642
0.00000	-0.34851
0.00000	-0.33894
0.00000	-0.32971
0.00000	-0.32100
0.00000	-0.31300
0.00000	-0.30292
0.00000	-0.29433
0.00000	-0.28596
0.00000	-0.27655
0.00000	-0.26805
0.00000	-0.25969
0.00000	-0.25010
0.00000	-0.24153
0.00000	-0.23294
0.00000	-0.22325
0.00000	-0.21511
0.00000	-0.20637
0.00000	-0.19722
0.00000	-0.18842
0.00000	-0.18016
0.00000	-0.17120
0.00000	-0.16181
0.00000	-0.15342
0.00000	-0.14443
0.00000	-0.13527
0.00000	-0.12633
0.00000	-0.11789
0.00000	-0.10927
0.00000	-0.10011
0.00000	-0.091361
0.00000	-0.082265
0.00000	-0.073022
0.00000	-0.065275
0.00000	-0.056350
0.0090727	-0.047272
0.023903	-0.038553
0.038734	-0.029830
0.053565	-0.020581
0.16497	-0.012186
0.73313	-0.0032754
1.0335	0.00048749
1.6064	0.0092738
2.2558	0.017618
2.9513	0.027366
3.5401	0.036019
4.1853	0.044842
4.9146	0.053420
5.5625	0.062974
6.2148	0.071356
6.8521	0.080099
7.5865	0.088736
8.1863	0.098355
8.7847	0.10616
9.4632	0.11567
10.072	0.12411
10.760	0.13364
11.351	0.14238
11.962	0.15113
12.569	0.15993
13.140	0.16873
13.744	0.17753
14.278	0.18611
14.813	0.19485
15.353	0.20380
15.919	0.21278
16.524	0.22153
17.087	0.23029
17.639	0.23949
18.220	0.24771
18.752	0.25640
19.312	0.26596
19.855	0.27467
20.334	0.28367
20.948	0.29261
21.498	0.30117
5.6293	
