Force (N)	Déformation (mm)
	
0.038147	-0.55915
0.038147	-0.54944
0.038147	-0.53972
0.038147	-0.52901
0.038147	-0.51905
0.038147	-0.50963
0.038147	-0.49932
0.038147	-0.48942
0.038147	-0.47944
0.038147	-0.46930
0.038147	-0.45930
0.038147	-0.44977
0.038147	-0.43944
0.038147	-0.42920
0.038147	-0.41926
0.038147	-0.40889
0.038147	-0.39938
0.038147	-0.38874
0.038147	-0.37922
0.038147	-0.36809
0.038147	-0.35814
0.038147	-0.34819
0.038147	-0.33809
0.038147	-0.32794
0.038147	-0.31768
0.038147	-0.30724
0.038147	-0.29860
0.038147	-0.28777
0.038147	-0.27756
0.038147	-0.26749
0.038147	-0.25762
0.038147	-0.24757
0.038147	-0.23725
0.038147	-0.22701
0.038147	-0.21683
0.038147	-0.20739
0.038147	-0.19677
0.038147	-0.18683
0.038147	-0.17628
0.038147	-0.16689
0.038147	-0.15622
0.038147	-0.14711
0.038147	-0.13613
0.038147	-0.12663
0.038147	-0.11666
0.038147	-0.10596
0.038147	-0.096730
0.038147	-0.086451
0.038147	-0.076427
0.038147	-0.066028
0.038147	-0.055921
0.038147	-0.046134
0.038147	-0.036226
0.038147	-0.025901
0.12376	-0.015504
0.69836	-0.0048336
1.0558	-0.00044463
1.5773	0.0090792
2.3034	0.018893
2.9131	0.028568
3.5180	0.038687
4.1635	0.048805
4.8121	0.059089
5.4427	0.069097
6.0518	0.079661
6.7308	0.089593
7.2787	0.099616
7.9093	0.10950
8.4617	0.11939
9.0809	0.12935
9.6249	0.14023
10.254	0.14946
10.717	0.16000
11.295	0.17055
11.868	0.18002
12.447	0.18977
12.989	0.20003
13.533	0.21098
14.112	0.22097
14.677	0.23059
15.235	0.24065
15.722	0.25014
16.293	0.26106
16.846	0.27116
17.412	0.28144
18.009	0.29146
18.579	0.30152
19.160	0.31140
19.656	0.32139
20.181	0.33134
20.743	0.34128
21.266	0.35122
21.761	0.36208
22.247	0.37211
22.778	0.38213
23.280	0.39215
23.791	0.40217
24.219	0.41219
5.5400	
