Force (N)	Déformation (mm)
	
0.038147	-0.48870
0.038147	-0.47854
0.038147	-0.46878
0.038147	-0.45801
0.038147	-0.44811
0.038147	-0.43836
0.038147	-0.42805
0.038147	-0.41830
0.038147	-0.40851
0.038147	-0.39865
0.038147	-0.38894
0.038147	-0.37807
0.038147	-0.36837
0.038147	-0.35762
0.038147	-0.34796
0.038147	-0.33811
0.038147	-0.32699
0.038147	-0.31702
0.038147	-0.30791
0.038147	-0.29697
0.038147	-0.28706
0.038147	-0.27766
0.038147	-0.26698
0.038147	-0.25734
0.038147	-0.24730
0.038147	-0.23674
0.038147	-0.22746
0.038147	-0.21731
0.038147	-0.20632
0.038147	-0.19684
0.038147	-0.18662
0.038147	-0.17630
0.038147	-0.16567
0.038147	-0.15656
0.038147	-0.14673
0.038147	-0.13538
0.038147	-0.12548
0.038147	-0.11586
0.038147	-0.10581
0.038147	-0.095881
0.038147	-0.085277
0.038147	-0.075450
0.038147	-0.065841
0.038147	-0.055281
0.038147	-0.045113
0.038147	-0.034706
0.078233	-0.024577
0.49332	-0.014985
0.80147	-0.0049346
1.0299	0.00077009
1.5062	0.010015
2.0767	0.019692
2.7560	0.030363
3.3919	0.039940
4.0160	0.049906
4.6919	0.059965
5.2971	0.069655
5.8992	0.080484
6.4878	0.090501
7.1155	0.099922
7.7444	0.11141
8.3307	0.12060
8.9044	0.13034
9.4010	0.14150
9.9311	0.15079
10.497	0.16080
11.025	0.17070
11.612	0.18048
12.072	0.19177
12.707	0.20128
13.250	0.21175
13.796	0.22223
14.429	0.23185
14.906	0.24113
15.537	0.25189
16.132	0.26197
16.670	0.27195
17.309	0.28207
17.814	0.29302
18.349	0.30246
18.956	0.31255
19.551	0.32188
20.006	0.33209
20.549	0.34229
21.093	0.35246
21.628	0.36259
22.194	0.37271
22.746	0.38284
23.287	0.39296
23.751	0.40318
24.273	0.41432
24.724	0.42433
25.251	0.43327
25.735	0.44300
26.217	0.45441
26.630	0.46343
27.070	0.47340
27.632	0.48343
3.0442	
