Force (N)	Déformation (mm)
	
0.038147	-0.14290
0.038147	-0.13784
0.038147	-0.13209
0.038147	-0.12635
0.038147	-0.12090
0.038147	-0.11501
0.038147	-0.10933
0.038147	-0.10365
0.038147	-0.097974
0.038147	-0.092459
0.038147	-0.085746
0.038147	-0.080182
0.038147	-0.074618
0.038147	-0.069611
0.038147	-0.063268
0.038147	-0.057638
0.038147	-0.051985
0.038147	-0.046335
0.038147	-0.040562
0.038147	-0.034774
0.038147	-0.029218
0.038147	-0.023525
0.038147	-0.017113
0.043880	-0.011742
0.56883	-0.0058602
1.0272	0.000010889
1.1591	0.0014062
1.6185	0.0067920
2.1746	0.012340
2.7606	0.017866
3.4992	0.025421
3.9329	0.030026
4.5329	0.036014
5.0861	0.041336
5.7146	0.047380
6.3186	0.053203
6.9259	0.059038
7.4555	0.064395
8.0029	0.070415
8.6937	0.076259
9.2416	0.081794
9.8129	0.087770
10.371	0.093271
10.934	0.098997
11.582	0.10545
12.099	0.11109
12.662	0.11670
13.242	0.12189
13.782	0.12772
14.245	0.13375
14.931	0.13993
15.373	0.14516
15.860	0.15099
16.427	0.15742
16.905	0.16260
17.391	0.16840
17.875	0.17407
18.380	0.17979
18.969	0.18583
19.380	0.19136
19.830	0.19766
20.280	0.20359
20.821	0.20907
21.210	0.21423
21.660	0.22040
22.002	0.22634
22.371	0.23146
22.921	0.23859
23.328	0.24409
23.736	0.24960
24.169	0.25515
24.629	0.26102
25.099	0.26636
25.609	0.27265
26.007	0.27838
26.448	0.28408
27.058	0.28979
27.402	0.29558
27.844	0.30116
28.335	0.30732
28.773	0.31318
29.228	0.31866
29.605	0.32394
30.147	0.33057
30.577	0.33563
30.986	0.34115
31.435	0.34747
31.883	0.35357
32.332	0.35939
32.756	0.36520
33.136	0.37101
33.491	0.37682
33.903	0.38264
34.377	0.38755
34.736	0.39346
35.204	0.39935
35.478	0.40563
35.980	0.41076
0.045819	
