Force (N)	Déformation (mm)
	
0.035044	-0.38143
0.031938	-0.37033
0.028832	-0.36051
0.025726	-0.35051
0.022619	-0.34033
0.019513	-0.32924
0.016407	-0.31876
0.013301	-0.30829
0.010195	-0.29782
0.0070883	-0.28700
0.0039821	-0.27735
0.00087588	-0.26573
-0.0022304	-0.25593
-0.0053366	-0.24512
-0.0065427	-0.23548
-0.0076637	-0.22388
-0.0087846	-0.21421
-0.0099056	-0.20380
-0.011027	-0.19356
-0.012148	-0.18235
-0.013268	-0.17258
-0.014575	-0.16227
-0.016155	-0.15169
-0.017735	-0.14094
-0.019315	-0.13123
-0.020895	-0.12050
-0.022474	-0.10945
-0.024054	-0.098612
-0.025634	-0.088700
-0.027214	-0.078410
-0.028794	-0.067451
-0.024963	-0.057672
-0.018158	-0.047122
-0.011352	-0.036521
-0.0045460	-0.025792
0.18182	-0.015145
0.71738	-0.0047461
1.0496	0.00046721
1.6404	0.010208
2.2868	0.020455
2.9576	0.030788
3.5326	0.041086
4.1105	0.052081
4.7796	0.061845
5.4184	0.072828
6.0749	0.083048
6.6059	0.094083
7.3473	0.10423
7.9619	0.11473
8.5765	0.12523
9.1311	0.13571
9.7667	0.14617
10.352	0.15638
10.932	0.16648
11.548	0.17696
12.117	0.18744
12.773	0.19823
13.324	0.20888
13.912	0.21878
14.535	0.22950
15.091	0.23932
15.738	0.25128
16.237	0.26118
16.775	0.27112
17.317	0.28168
17.888	0.29191
18.450	0.30257
19.013	0.31314
19.511	0.32401
20.052	0.33446
20.645	0.34490
21.179	0.35535
21.663	0.36580
22.160	0.37624
22.589	0.38672
23.164	0.39708
23.661	0.40738
24.121	0.41749
24.534	0.42789
25.041	0.43816
25.457	0.44901
25.927	0.45903
26.421	0.46976
26.803	0.48030
27.270	0.49077
27.723	0.50125
28.049	0.51172
28.456	0.52219
28.864	0.53265
29.255	0.54311
29.645	0.55357
30.034	0.56403
30.420	0.57448
30.804	0.58517
31.285	0.59568
31.629	0.60616
31.972	0.61664
32.289	0.62691
0.087810	
