Force (N)	Déformation (mm)
	
0.034386	-0.42276
0.030620	-0.41334
0.026854	-0.40435
0.023088	-0.39462
0.019322	-0.38513
0.015556	-0.37504
0.011790	-0.36538
0.0080241	-0.35540
0.0042581	-0.34625
0.00049213	-0.33631
-0.0032738	-0.32700
-0.0070398	-0.31730
-0.0085471	-0.30707
-0.0090301	-0.29729
-0.0095130	-0.28864
-0.0099960	-0.27824
-0.010479	-0.26868
-0.010962	-0.25971
-0.011445	-0.24880
-0.011928	-0.24014
-0.012411	-0.22962
-0.012894	-0.21996
-0.013377	-0.21073
-0.013860	-0.20156
-0.014343	-0.19188
-0.014826	-0.18228
-0.015309	-0.17269
-0.018987	-0.16209
-0.028328	-0.15307
-0.037668	-0.14321
-0.047009	-0.13280
-0.0066923	-0.12343
-0.010098	-0.11370
-0.013504	-0.10392
-0.016910	-0.095120
-0.020316	-0.085157
-0.023721	-0.075526
-0.027127	-0.065895
-0.030533	-0.056436
-0.033939	-0.046300
-0.037345	-0.036698
-0.040750	-0.027068
0.27700	-0.017584
0.71424	-0.0070808
1.0749	0.00027114
1.3518	0.0063640
1.8702	0.015723
2.3871	0.025389
2.8635	0.035237
3.3691	0.045111
3.9395	0.054594
4.4409	0.063497
4.9766	0.073360
5.5309	0.083054
6.0306	0.092748
6.5799	0.10244
7.1301	0.11214
7.6568	0.12169
8.2133	0.13131
8.7576	0.14094
9.2650	0.15057
9.7287	0.16105
10.265	0.17099
10.769	0.18059
11.316	0.19019
11.786	0.19974
12.417	0.20935
12.941	0.21884
13.449	0.22849
13.958	0.23780
14.458	0.24816
14.923	0.25778
15.413	0.26740
15.926	0.27701
16.397	0.28668
16.925	0.29575
17.416	0.30542
17.923	0.31509
18.311	0.32476
18.828	0.33444
19.255	0.34530
19.768	0.35503
20.214	0.36477
20.638	0.37301
21.050	0.38388
21.503	0.39357
21.960	0.40238
22.374	0.41215
22.787	0.42192
23.195	0.43169
23.519	0.44125
23.989	0.45070
24.394	0.46015
24.797	0.46960
25.197	0.47980
25.576	0.48943
25.919	0.49905
26.293	0.50868
11.339	
