Force (N)	Déformation (mm)
	
0.0015299	-0.21137
0.0030620	-0.20272
0.0045941	-0.19463
0.0061262	-0.18658
0.0076583	-0.17732
0.0091904	-0.16874
0.010723	-0.15981
0.012255	-0.15106
0.013787	-0.14270
0.015319	-0.13401
0.016851	-0.12465
0.018383	-0.11697
0.019572	-0.10788
0.020479	-0.099214
0.021386	-0.090351
0.022294	-0.081918
0.023201	-0.073662
0.024108	-0.064489
0.025015	-0.056013
0.025922	-0.047485
0.026830	-0.038450
0.027737	-0.029476
0.028644	-0.021289
0.31035	-0.012794
0.83428	-0.0041495
1.1148	0.00032567
1.4664	0.0076367
2.1137	0.016473
2.6701	0.025056
3.1927	0.033799
3.8385	0.042144
4.4591	0.051488
5.0743	0.059728
5.7080	0.069132
6.2164	0.077067
6.8661	0.085397
7.4680	0.094889
8.0726	0.10275
8.6384	0.11224
9.3049	0.12088
9.9025	0.12951
10.500	0.13799
11.098	0.14665
11.715	0.15530
12.318	0.16444
12.895	0.17315
13.473	0.18185
13.990	0.19056
14.561	0.19926
15.129	0.20792
15.677	0.21642
16.260	0.22539
16.818	0.23319
17.341	0.24157
17.889	0.25043
18.470	0.25927
19.013	0.26856
19.495	0.27624
20.067	0.28595
20.612	0.29386
21.132	0.30285
21.661	0.31177
22.210	0.31991
22.618	0.32891
23.202	0.33775
23.621	0.34575
24.163	0.35511
24.653	0.36362
25.137	0.37287
25.581	0.38165
26.020	0.39015
26.522	0.39777
26.980	0.40740
27.482	0.41589
27.925	0.42443
28.440	0.43301
28.811	0.44160
29.248	0.45081
29.695	0.45956
30.138	0.46828
30.605	0.47700
31.048	0.48572
31.458	0.49449
31.858	0.50328
32.314	0.51174
32.698	0.52046
33.059	0.52879
33.447	0.53725
33.819	0.54597
34.211	0.55448
34.553	0.56356
34.850	0.57199
35.254	0.58048
35.653	0.58908
35.971	0.59769
36.275	0.60728
36.664	0.61574
36.935	0.62395
1.3525	
