Force (N)	Déformation (mm)
	-0.36319
0.00000	-0.35981
0.00000	-0.35151
0.00000	-0.34358
0.00000	-0.33540
0.00000	-0.32701
0.00000	-0.31948
0.00000	-0.31070
0.00000	-0.30272
0.00000	-0.29352
0.00000	-0.28567
0.00000	-0.27791
0.00000	-0.26879
0.00000	-0.26000
0.00000	-0.25250
0.00000	-0.24250
0.00000	-0.23525
0.00000	-0.22691
0.00000	-0.21912
0.00000	-0.21048
0.00000	-0.20260
0.00000	-0.19426
0.00000	-0.18629
0.00000	-0.17747
0.00000	-0.16919
0.00000	-0.16113
0.00000	-0.15252
0.00000	-0.14469
0.00000	-0.13537
0.00000	-0.12740
0.00000	-0.11894
0.00000	-0.11074
0.00000	-0.10232
0.00000	-0.094379
0.00000	-0.086315
0.00000	-0.075964
0.00063711	-0.068983
0.010702	-0.061294
0.020768	-0.052013
0.030833	-0.043785
0.040898	-0.035900
0.050964	-0.028010
0.18488	-0.019698
0.51006	-0.011387
0.92931	-0.0030760
1.1613	0.0021016
1.5159	0.0097116
1.9315	0.017525
2.3470	0.025976
2.7626	0.034388
3.1782	0.042761
3.5938	0.051382
3.9798	0.058331
4.4671	0.067473
4.9065	0.075532
5.2833	0.084068
5.7696	0.092414
6.1891	0.10069
6.5269	0.10967
6.9816	0.11752
7.4447	0.12519
7.9024	0.13352
8.3345	0.14285
8.8137	0.15096
9.1287	0.15864
9.5473	0.16699
9.9435	0.17534
10.311	0.18409
10.797	0.19267
11.187	0.20043
11.572	0.20871
11.955	0.21700
12.363	0.22536
12.765	0.23351
13.167	0.24174
13.636	0.25093
13.999	0.25872
14.434	0.26731
14.835	0.27592
15.257	0.28368
15.607	0.29183
16.023	0.30018
16.401	0.30906
16.798	0.31663
17.193	0.32557
17.582	0.33391
17.952	0.34226
18.319	0.35060
18.700	0.35855
19.057	0.36753
19.410	0.37600
19.753	0.38436
20.189	0.39273
20.528	0.40110
20.818	0.40870
21.195	0.41747
21.563	0.42588
21.910	0.43326
22.216	0.44201
0.19073	
