Force (N)	Déformation (mm)
	
0.0026906	-0.39624
0.0053841	-0.38459
0.0080775	-0.37287
0.010771	-0.36102
0.013464	-0.34916
0.016158	-0.33739
0.018851	-0.32572
0.020153	-0.31392
0.021330	-0.30149
0.022506	-0.28967
0.023683	-0.27786
0.024860	-0.26540
0.026036	-0.25353
0.029696	-0.24193
0.033415	-0.23093
0.037134	-0.21895
0.040853	-0.20707
0.044572	-0.19536
0.048291	-0.18346
0.052009	-0.17098
0.055728	-0.15898
0.059447	-0.14698
0.063166	-0.13498
0.066885	-0.12397
-0.030341	-0.11157
-0.015517	-0.10024
-0.00069249	-0.088182
0.014132	-0.076346
0.025447	-0.064422
0.025765	-0.052440
0.026082	-0.040457
0.026399	-0.029321
0.19308	-0.017640
0.72968	-0.0058358
1.0681	0.00094074
1.6642	0.013117
2.3032	0.025079
2.9128	0.036592
3.4523	0.047972
4.0557	0.060102
4.7429	0.071965
5.2928	0.084136
5.9508	0.095305
6.6189	0.10713
7.2898	0.11948
7.8737	0.13150
8.4362	0.14351
8.9974	0.15538
9.5712	0.16725
10.173	0.17912
10.800	0.19099
11.451	0.20284
12.097	0.21460
12.752	0.22594
13.361	0.23758
13.952	0.24945
14.596	0.26107
15.166	0.27369
15.774	0.28555
16.386	0.29742
17.064	0.30928
17.643	0.32115
18.184	0.33301
18.827	0.34488
19.376	0.35674
19.929	0.36861
20.486	0.38048
21.023	0.39234
21.548	0.40421
22.048	0.41607
22.528	0.42794
23.014	0.43980
23.514	0.45168
24.000	0.46356
24.470	0.47544
24.938	0.48732
25.321	0.49856
25.765	0.51054
26.220	0.52250
26.677	0.53435
27.090	0.54621
27.494	0.55807
27.869	0.56992
28.262	0.58178
28.655	0.59364
29.039	0.60550
29.420	0.61735
29.733	0.62921
30.116	0.64107
30.498	0.65293
30.854	0.66478
31.172	0.67664
31.489	0.68850
31.807	0.70031
32.113	0.71211
32.418	0.72392
32.727	0.73573
33.032	0.74689
0.11444	
