Force (N)	Déformation (mm)
	
0.0073248	-0.34050
0.014658	-0.32910
0.019168	-0.31985
0.019407	-0.30986
0.019645	-0.29978
0.019883	-0.28908
0.020122	-0.27887
0.020360	-0.26883
0.020599	-0.25898
0.020837	-0.24775
0.021075	-0.23741
0.021314	-0.22776
0.021552	-0.21726
0.021791	-0.20721
0.022029	-0.19656
0.022267	-0.18742
0.022506	-0.17640
0.022744	-0.16637
0.022982	-0.15643
0.023221	-0.14600
0.023459	-0.13556
0.023698	-0.12509
0.023936	-0.11557
0.024174	-0.10567
0.024413	-0.095149
0.024651	-0.084952
0.024889	-0.074439
0.025128	-0.064914
0.025366	-0.054115
0.025605	-0.044237
0.025843	-0.034237
0.098290	-0.023852
0.42520	-0.013191
0.92306	-0.0029903
1.1698	0.0016319
1.6482	0.011846
2.1593	0.022080
2.6953	0.032237
3.2322	0.042463
3.7696	0.052689
4.3174	0.062915
4.7950	0.072996
5.3033	0.083484
5.8929	0.092906
6.4324	0.10401
6.9742	0.11355
7.5429	0.12455
8.1284	0.13456
8.6880	0.14418
9.1665	0.15520
9.7488	0.16532
10.293	0.17552
10.815	0.18574
11.336	0.19597
11.850	0.20584
12.320	0.21583
12.805	0.22555
13.299	0.23699
13.842	0.24688
14.297	0.25668
14.804	0.26670
15.297	0.27725
15.802	0.28737
16.255	0.29811
16.806	0.30803
17.285	0.31830
17.752	0.32891
18.178	0.33802
18.674	0.34828
19.119	0.35933
19.538	0.36942
20.037	0.37952
20.451	0.38967
20.865	0.39988
21.280	0.41009
21.695	0.42030
22.105	0.43052
22.493	0.44058
22.865	0.45118
23.270	0.46083
23.697	0.47120
23.991	0.48088
24.365	0.49130
24.762	0.50190
25.127	0.51216
25.477	0.52242
25.807	0.53222
26.159	0.54227
26.496	0.55259
26.824	0.56290
27.101	0.57318
27.414	0.58346
27.732	0.59373
28.045	0.60373
28.342	0.61361
28.639	0.62388
28.935	0.63434
29.207	0.64462
10.276	
