Force (N)	Déformation (mm)
	
0.00000	-0.38157
0.00000	-0.36970
0.00000	-0.35762
0.00000	-0.34481
0.00000	-0.33236
0.00000	-0.32005
0.00000	-0.30721
0.00000	-0.29443
0.00000	-0.28176
0.00000	-0.26943
0.00000	-0.25709
0.00000	-0.24471
0.00000	-0.23273
0.00000	-0.21970
0.00000	-0.20747
0.00000	-0.19464
0.00000	-0.18228
0.00000	-0.16944
0.00000	-0.15714
0.00000	-0.14444
0.00000	-0.13159
0.00000	-0.11914
0.00000	-0.10640
0.00000	-0.094713
0.00000	-0.082214
0.00000	-0.069522
0.00000	-0.057407
0.00000	-0.044992
0.00000	-0.031465
0.053894	-0.018994
0.67768	-0.0067761
1.1234	0.0011733
1.7070	0.013092
2.4464	0.025376
3.0795	0.037936
3.7902	0.050403
4.4178	0.062348
5.1257	0.074640
5.7848	0.087433
6.4848	0.10051
7.1841	0.11272
7.8366	0.12517
8.4628	0.13737
9.1866	0.15040
9.8206	0.16249
10.429	0.17508
11.103	0.18759
11.692	0.19982
12.357	0.21233
12.949	0.22538
13.637	0.23785
14.158	0.25069
14.740	0.26293
15.443	0.27544
15.965	0.28762
16.596	0.30077
17.138	0.31330
17.711	0.32559
18.247	0.33788
18.874	0.35035
19.426	0.36282
19.952	0.37586
20.499	0.38762
21.001	0.40000
21.482	0.41371
22.017	0.42589
22.417	0.43827
22.857	0.45063
23.393	0.46252
23.880	0.47530
24.273	0.48777
24.681	0.50024
25.118	0.51377
25.581	0.52612
25.967	0.53852
26.316	0.55048
26.708	0.56348
27.145	0.57621
27.532	0.58797
27.815	0.60077
28.261	0.61244
28.627	0.62583
28.965	0.63830
29.304	0.65070
29.643	0.66305
29.920	0.67540
30.255	0.68792
30.590	0.70076
30.885	0.71312
31.171	0.72548
31.434	0.73793
31.775	0.75073
32.021	0.76327
32.266	0.77578
32.455	0.78883
32.751	0.80131
33.004	0.81379
33.181	0.82626
0.094553	
